step,time,sensor_raw_FL,sensor_raw_FR,raw_frontal,front_dist,filtered_frontal,kalman_estimate,raw_left,raw_right,sensor_raw_L,sensor_raw_R,encoder_L,encoder_R,delta_s,kalman_gain,action
1711,54.752,68.806619,71.781049,0.3,0.29866,0.295992,0.29866,0.3,0.066857,67.406748,78.786143,36.895,83.41096,0.000837,0.359017,FORWARD
1712,54.784,69.753244,71.083494,0.3,0.298686,0.297194,0.298686,0.3,0.3,63.461596,68.697484,36.90756,83.46748,0.000708,0.35857,FORWARD
1713,54.816,67.940299,66.191342,0.3,0.29862,0.298036,0.29862,0.3,0.068152,70.624078,74.009313,36.95152,83.50516,0.000837,0.358386,FORWARD
1714,54.848,71.755342,65.061082,0.3,0.298619,0.298625,0.298619,0.3,0.3,70.545318,62.204202,36.96408,83.56796,0.000772,0.358311,FORWARD
1715,54.88,69.84579,69.886576,0.3,0.298618,0.299038,0.298618,0.3,0.067687,68.011577,75.725185,37.00176,83.60564,0.000772,0.358279,FORWARD
1716,54.912,60.520841,65.99887,0.3,0.298576,0.299326,0.298576,0.3,0.3,65.599275,61.410928,37.0206,83.66844,0.000837,0.358267,FORWARD
1717,54.944,74.056637,65.281564,0.068139,0.068139,0.22997,0.068139,0.3,0.068282,68.555137,73.529242,37.05828,83.70612,0.000772,0.358261,FORWARD
1718,54.976,68.280502,60.604678,0.3,0.3,0.250979,0.3,0.3,0.3,61.744435,63.721376,37.07084,83.76892,0.000772,0.545455,FORWARD
1719,55.008,67.37383,70.303937,0.3,0.29962,0.265685,0.29962,0.3,0.3,64.266058,65.788218,37.1148,83.8066,0.000837,0.545455,FORWARD
1720,55.04,62.682657,62.805989,0.3,0.29934,0.27598,0.29934,0.3,0.3,65.710995,65.594147,37.15248,83.84428,0.000772,0.427083,FORWARD
1721,55.072,58.492113,68.013988,0.3,0.299119,0.283186,0.299119,0.3,0.3,68.3259,62.125919,37.19016,83.88196,0.000772,0.385403,FORWARD
1722,55.104,62.201264,71.179176,0.3,0.298957,0.28823,0.298957,0.3,0.3,66.575446,64.288181,37.22784,83.91964,0.000772,0.369246,FORWARD
1723,55.136,69.524774,62.714848,0.3,0.298843,0.291761,0.298843,0.3,0.3,63.360498,70.883206,37.26552,83.95732,0.000772,0.362751,FORWARD
1724,55.168,62.758217,64.106797,0.3,0.298766,0.294233,0.298766,0.3,0.3,68.02952,68.385743,37.3032,83.995,0.000772,0.360103,FORWARD
1725,55.2,70.629134,69.070292,0.3,0.298714,0.295963,0.298714,0.3,0.3,69.91891,68.536021,37.34088,84.03268,0.000772,0.359017,FORWARD
1726,55.232,65.749505,67.461723,0.3,0.298679,0.297174,0.298679,0.3,0.3,64.688998,65.493046,37.37856,84.07036,0.000772,0.35857,FORWARD
1727,55.264,67.380545,62.748787,0.3,0.298616,0.298022,0.298616,0.3,0.3,71.482703,69.988962,37.41624,84.11432,0.000837,0.358386,FORWARD
1728,55.296,74.236827,67.804206,0.06809,0.06809,0.229042,0.06809,0.3,0.3,66.8401,68.960807,37.4602,84.152,0.000837,0.358311,FORWARD
1729,55.328,63.787401,66.987912,0.3,0.3,0.25033,0.3,0.3,0.3,66.044053,66.090474,37.49788,84.18968,0.000772,0.545455,FORWARD
1730,55.36,68.993856,63.683572,0.3,0.299649,0.265231,0.299649,0.3,0.3,68.196098,67.845233,37.53556,84.22736,0.000772,0.545455,FORWARD
1731,55.392,67.476827,74.23913,0.06809,0.06809,0.206088,0.06809,0.3,0.3,64.499854,65.328598,37.57324,84.26504,0.000772,0.427083,FORWARD
1732,55.424,68.318307,64.301967,0.3,0.3,0.234262,0.3,0.3,0.3,69.551691,66.181529,37.61092,84.30272,0.000772,0.545455,FORWARD
1733,55.456,73.548364,69.222596,0.068277,0.068277,0.184466,0.068277,0.06795,0.3,74.754427,64.555582,37.6486,84.3404,0.000772,0.545455,FORWARD
1734,55.488,64.572783,69.533198,0.3,0.3,0.219126,0.3,0.3,0.3,65.099754,67.906743,37.7114,84.35924,0.000837,0.545455,FORWARD
1735,55.52,63.60836,66.793943,0.3,0.299649,0.243389,0.299649,0.3,0.3,66.986004,68.542188,37.74908,84.39692,0.000772,0.545455,FORWARD
1736,55.552,63.701981,67.055579,0.3,0.299356,0.260372,0.299356,0.3,0.3,69.898808,70.700464,37.78676,84.4346,0.000772,0.427083,FORWARD
1737,55.584,72.19875,65.180163,0.3,0.29913,0.27226,0.29913,0.3,0.3,67.114571,67.453096,37.82444,84.47228,0.000772,0.385403,FORWARD
1738,55.616,65.808178,70.384662,0.3,0.298964,0.280582,0.298964,0.3,0.3,68.831063,66.122653,37.86212,84.50996,0.000772,0.369246,FORWARD
1739,55.648,68.627971,59.552793,0.3,0.298847,0.286408,0.298847,0.3,0.3,71.920593,70.877188,37.8998,84.54764,0.000772,0.362751,FORWARD
1740,55.68,67.820685,67.176743,0.3,0.298768,0.290485,0.298768,0.3,0.3,68.024266,66.85554,37.93748,84.58532,0.000772,0.360103,FORWARD
1741,55.712,67.409688,68.175306,0.3,0.298633,0.29334,0.298633,0.3,0.3,68.526822,65.059652,37.98144,84.62928,0.000901,0.359017,FORWARD
1742,55.744,64.224215,68.440958,0.3,0.298628,0.295338,0.298628,0.3,0.3,71.10557,67.316649,38.01912,84.66696,0.000772,0.35857,FORWARD
1743,55.776,62.435392,66.505623,0.3,0.298624,0.296736,0.298624,0.3,0.3,64.877639,69.358092,38.0568,84.70464,0.000772,0.358386,FORWARD
1744,55.808,68.247951,64.619098,0.3,0.298621,0.297716,0.298621,0.3,0.3,72.094408,60.18003,38.09448,84.74232,0.000772,0.358311,FORWARD
1745,55.84,73.306752,59.661923,0.068342,0.068342,0.228904,0.068342,0.3,0.3,68.51161,70.880386,38.13216,84.78,0.000772,0.358279,FORWARD
1746,55.872,70.829891,67.744962,0.3,0.3,0.250232,0.3,0.3,0.3,64.767336,69.213851,38.16984,84.81768,0.000772,0.545455,FORWARD
1747,55.904,64.332219,66.904912,0.3,0.299649,0.265163,0.299649,0.3,0.3,66.40979,69.885637,38.20752,84.85536,0.000772,0.545455,FORWARD
1748,55.936,69.932257,74.092826,0.068129,0.068129,0.206053,0.068129,0.3,0.3,69.79244,63.090738,38.2452,84.89304,0.000772,0.427083,FORWARD
1749,55.968,63.436675,63.755998,0.3,0.3,0.234237,0.3,0.3,0.3,67.990186,71.237809,38.28916,84.93072,0.000837,0.545455,FORWARD
1750,56.0,66.917641,68.128528,0.3,0.29962,0.253966,0.29962,0.3,0.3,67.438978,72.156404,38.32684,84.97468,0.000837,0.545455,FORWARD
1751,56.032,66.148139,65.606604,0.3,0.29934,0.267776,0.29934,0.3,0.067991,63.499518,74.603186,38.36452,85.01236,0.000772,0.427083,FORWARD
1752,56.064,66.677174,62.605432,0.3,0.299159,0.277443,0.299159,0.3,0.3,62.037906,60.905598,38.37708,85.06888,0.000708,0.385403,FORWARD
1753,56.096,78.241452,68.513642,0.067005,0.067005,0.214312,0.067005,0.3,0.3,70.848569,68.976702,38.41476,85.10656,0.000772,0.369246,FORWARD
1754,56.128,68.597443,69.174663,0.3,0.3,0.240018,0.3,0.3,0.3,67.439929,65.584541,38.45872,85.15052,0.000901,0.545455,FORWARD
1755,56.16,71.315957,69.5071,0.3,0.299649,0.258013,0.299649,0.3,0.3,66.926779,65.986226,38.4964,85.1882,0.000772,0.545455,FORWARD
1756,56.192,71.081321,72.312747,0.3,0.299356,0.270609,0.299356,0.3,0.3,65.136147,66.952271,38.53408,85.22588,0.000772,0.427083,FORWARD
1757,56.224,66.227693,71.233435,0.3,0.29913,0.279426,0.29913,0.3,0.3,66.577525,65.652915,38.57176,85.26356,0.000772,0.385403,FORWARD
1758,56.256,63.428917,68.06764,0.3,0.298964,0.285598,0.298964,0.3,0.3,65.610738,63.115396,38.60944,85.30124,0.000772,0.369246,FORWARD
1759,56.288,69.503423,62.195954,0.3,0.298847,0.289919,0.298847,0.3,0.3,64.782877,62.591678,38.64712,85.33892,0.000772,0.362751,FORWARD
1760,56.32,59.51937,71.769145,0.3,0.298768,0.292943,0.298768,0.3,0.3,70.538453,69.583405,38.6848,85.3766,0.000772,0.360103,FORWARD
1761,56.352,69.878521,69.361097,0.3,0.298715,0.29506,0.298715,0.3,0.3,70.388289,65.968207,38.72248,85.41428,0.000772,0.359017,FORWARD
1762,56.384,70.114382,63.661657,0.3,0.298639,0.296542,0.298639,0.3,0.3,67.181162,64.988623,38.76016,85.45824,0.000837,0.35857,FORWARD
1763,56.416,70.405774,64.10551,0.3,0.29859,0.29758,0.29859,0.3,0.3,69.649246,62.528246,38.80412,85.49592,0.000837,0.358386,FORWARD
1764,56.448,62.379427,66.630965,0.3,0.2986,0.298306,0.2986,0.3,0.3,65.568875,67.496988,38.8418,85.5336,0.000772,0.358311,FORWARD
1765,56.48,63.737125,65.451911,0.3,0.298606,0.298814,0.298606,0.3,0.3,67.801486,69.197358,38.87948,85.57128,0.000772,0.358279,FORWARD
1766,56.512,69.243272,63.647882,0.3,0.298609,0.29917,0.298609,0.3,0.3,65.810032,70.282507,38.91716,85.60896,0.000772,0.358267,FORWARD
1767,56.544,70.651722,61.457463,0.3,0.298612,0.299419,0.298612,0.3,0.3,70.044049,63.542537,38.95484,85.64664,0.000772,0.358261,FORWARD
1768,56.576,73.271114,66.864995,0.068352,0.068352,0.230099,0.068352,0.3,0.3,63.088658,72.321948,38.99252,85.68432,0.000772,0.358259,FORWARD
1769,56.608,71.005942,68.210942,0.3,0.3,0.251069,0.3,0.3,0.3,62.229075,65.739476,39.0302,85.722,0.000772,0.545455,FORWARD
1770,56.64,71.597066,69.0178,0.3,0.299649,0.265748,0.299649,0.3,0.3,63.692953,61.240557,39.06788,85.75968,0.000772,0.545455,FORWARD
1771,56.672,61.942713,62.838982,0.3,0.299319,0.276024,0.299319,0.3,0.3,66.382947,66.775701,39.10556,85.80364,0.000837,0.427083,FORWARD
1772,56.704,73.192113,67.03109,0.068373,0.068373,0.213729,0.068373,0.3,0.3,68.361796,66.823049,39.14952,85.84132,0.000837,0.385403,FORWARD
1773,56.736,68.228209,63.388574,0.3,0.3,0.23961,0.3,0.3,0.3,69.943093,67.982464,39.1872,85.879,0.000772,0.545455,FORWARD
1774,56.768,68.869114,62.945652,0.3,0.299649,0.257727,0.299649,0.3,0.3,65.070668,68.919603,39.22488,85.91668,0.000772,0.545455,FORWARD
1775,56.8,67.363252,65.77725,0.3,0.299356,0.270409,0.299356,0.3,0.3,69.738841,64.415658,39.26256,85.95436,0.000772,0.427083,FORWARD
1776,56.832,63.431785,66.619941,0.3,0.29913,0.279286,0.29913,0.3,0.3,66.69003,67.150577,39.30024,85.99204,0.000772,0.385403,FORWARD
1777,56.864,61.663312,63.896036,0.3,0.298964,0.2855,0.298964,0.3,0.3,67.174587,71.155602,39.33792,86.02972,0.000772,0.369246,FORWARD
1778,56.896,64.945397,71.474222,0.3,0.298847,0.28985,0.298847,0.3,0.068497,67.54176,72.736847,39.3756,86.0674,0.000772,0.362751,FORWARD
1779,56.928,66.556014,72.749832,0.068493,0.068493,0.223443,0.068493,0.3,0.3,63.359986,69.123927,39.39444,86.1302,0.000837,0.360103,FORWARD
1780,56.96,67.06293,73.162464,0.068381,0.068081,0.176925,0.068081,0.3,0.3,70.942182,69.740293,39.43212,86.16788,0.000772,0.545455,FORWARD
1781,56.992,72.121088,67.474446,0.3,0.3,0.213847,0.3,0.3,0.3,65.363647,58.845063,39.4698,86.20556,0.000772,0.427083,FORWARD
1782,57.024,66.848669,68.194307,0.3,0.299649,0.239693,0.299649,0.3,0.3,65.762173,68.488688,39.50748,86.24324,0.000772,0.545455,FORWARD
1783,57.056,66.742458,71.015177,0.3,0.299356,0.257785,0.299356,0.3,0.3,66.624014,69.169167,39.54516,86.28092,0.000772,0.427083,FORWARD
1784,57.088,64.745273,64.001411,0.3,0.29909,0.27045,0.29909,0.3,0.3,66.847509,67.01636,39.58284,86.32488,0.000837,0.385403,FORWARD
1785,57.12,68.04782,68.574889,0.3,0.298898,0.279315,0.298898,0.3,0.3,68.239056,67.103394,39.6268,86.36256,0.000837,0.369246,FORWARD
1786,57.152,76.239316,69.090325,0.067548,0.067548,0.215785,0.067548,0.3,0.3,68.702032,67.879228,39.66448,86.40024,0.000772,0.362751,FORWARD
1787,57.184,73.8054,71.158692,0.068207,0.067556,0.171511,0.067556,0.3,0.3,70.820263,64.63633,39.70216,86.43792,0.000772,0.545455,FORWARD
1788,57.216,68.328468,59.522745,0.3,0.3,0.210058,0.3,0.3,0.3,64.598942,65.563356,39.73984,86.4756,0.000772,0.427083,FORWARD
1789,57.248,67.253887,68.144043,0.3,0.299649,0.237041,0.299649,0.3,0.3,66.181901,64.738728,39.77752,86.51328,0.000772,0.545455,FORWARD
1790,57.28,68.945558,68.006345,0.3,0.299356,0.255928,0.299356,0.3,0.3,65.432796,71.037958,39.8152,86.55096,0.000772,0.427083,FORWARD
1791,57.312,68.721273,65.679258,0.3,0.29913,0.26915,0.29913,0.3,0.3,67.034055,70.905694,39.85288,86.58864,0.000772,0.385403,FORWARD
1792,57.344,68.098434,65.867905,0.3,0.298964,0.278405,0.298964,0.3,0.3,66.349971,67.637125,39.89056,86.62632,0.000772,0.369246,FORWARD
1793,57.376,69.087023,69.899689,0.3,0.298806,0.284883,0.298806,0.3,0.067601,70.42899,76.040854,39.92824,86.67028,0.000837,0.362751,FORWARD
1794,57.408,64.245491,68.980824,0.3,0.298742,0.289418,0.298742,0.3,0.3,69.672334,62.591328,39.94708,86.7268,0.000772,0.360103,FORWARD
1795,57.44,68.15398,65.134759,0.3,0.298698,0.292593,0.298698,0.3,0.3,72.082835,61.999819,39.98476,86.76448,0.000772,0.359017,FORWARD
1796,57.472,63.221022,66.215928,0.3,0.29867,0.294815,0.29867,0.3,0.3,66.804967,63.391329,40.02244,86.80216,0.000772,0.35857,FORWARD
1797,57.504,72.890289,66.386861,0.068455,0.068455,0.226907,0.068455,0.3,0.3,61.301908,69.257101,40.06012,86.84612,0.000837,0.358386,FORWARD
1798,57.536,60.788482,72.249121,0.3,0.3,0.248835,0.3,0.3,0.3,65.112634,68.443493,40.0978,86.8838,0.000772,0.545455,FORWARD
1799,57.568,68.802949,64.544088,0.3,0.29962,0.264184,0.29962,0.3,0.3,70.76987,70.224937,40.14176,86.92148,0.000837,0.545455,FORWARD
1800,57.6,64.27948,65.941512,0.3,0.29934,0.274929,0.29934,0.3,0.3,64.369151,67.6208,40.17944,86.95916,0.000772,0.427083,FORWARD
1801,57.632,69.588649,63.266549,0.3,0.299119,0.28245,0.299119,0.3,0.3,67.746897,65.183295,40.21712,86.99684,0.000772,0.385403,FORWARD
1802,57.664,64.576275,68.616685,0.3,0.298957,0.287715,0.298957,0.3,0.3,65.978211,70.96998,40.2548,87.03452,0.000772,0.369246,FORWARD
1803,57.696,69.131734,64.771684,0.3,0.298843,0.291401,0.298843,0.068119,0.3,74.132518,68.584361,40.29248,87.0722,0.000772,0.362751,FORWARD
1804,57.728,61.700963,61.949035,0.3,0.298724,0.29398,0.298724,0.3,0.3,71.187922,67.092858,40.35528,87.09104,0.000837,0.360103,FORWARD
1805,57.76,71.555282,65.509335,0.3,0.298687,0.295786,0.298687,0.3,0.3,66.914227,63.775997,40.39296,87.12872,0.000772,0.359017,FORWARD
1806,57.792,72.087945,62.573174,0.3,0.298662,0.29705,0.298662,0.3,0.3,59.185378,68.613775,40.43064,87.1664,0.000772,0.35857,FORWARD
1807,57.824,63.898195,71.352983,0.3,0.298646,0.297935,0.298646,0.3,0.3,66.82651,65.5769,40.46832,87.20408,0.000772,0.358386,FORWARD
1808,57.856,64.29633,69.685638,0.3,0.298636,0.298555,0.298636,0.3,0.3,70.510889,67.529332,40.506,87.24176,0.000772,0.358311,FORWARD
1809,57.888,64.046913,69.020914,0.3,0.298629,0.298988,0.298629,0.3,0.3,68.621606,67.256192,40.54368,87.27944,0.000772,0.358279,FORWARD
1810,57.92,69.218921,67.926433,0.3,0.298583,0.299292,0.298583,0.3,0.3,66.122181,60.430633,40.58136,87.3234,0.000837,0.358267,FORWARD
1811,57.952,68.442464,61.635949,0.3,0.298595,0.299504,0.298595,0.3,0.3,67.647747,66.964251,40.61904,87.36108,0.000772,0.358261,FORWARD
1812,57.984,61.861108,69.771562,0.3,0.298561,0.299653,0.298561,0.3,0.3,71.02937,66.473832,40.663,87.39876,0.000837,0.358259,FORWARD
1813,58.016,71.193715,70.088694,0.3,0.298581,0.299757,0.298581,0.3,0.3,69.490004,67.000025,40.70068,87.43644,0.000772,0.358258,FORWARD
1814,58.048,67.56935,63.72659,0.3,0.298594,0.29983,0.298594,0.3,0.3,68.673972,67.742904,40.73836,87.47412,0.000772,0.358258,FORWARD
1815,58.08,71.980622,65.266755,0.3,0.298602,0.299881,0.298602,0.3,0.3,66.781482,67.779029,40.77604,87.5118,0.000772,0.358258,FORWARD
1816,58.112,66.161425,67.117736,0.3,0.298607,0.299917,0.298607,0.3,0.3,70.085796,64.686227,40.81372,87.54948,0.000772,0.358258,FORWARD
1817,58.144,63.639748,64.466983,0.3,0.29861,0.299942,0.29861,0.3,0.3,66.099938,67.915474,40.8514,87.58716,0.000772,0.358258,FORWARD
1818,58.176,66.675927,61.678501,0.3,0.298612,0.299959,0.298612,0.3,0.3,71.550507,65.209356,40.88908,87.62484,0.000772,0.358258,FORWARD
1819,58.208,68.683786,66.544947,0.3,0.298573,0.299971,0.298573,0.3,0.3,66.226611,64.803747,40.92676,87.6688,0.000837,0.358258,FORWARD
1820,58.24,64.096367,68.594964,0.3,0.298547,0.29998,0.298547,0.3,0.3,66.717952,64.353552,40.97072,87.70648,0.000837,0.358258,FORWARD
1821,58.272,60.249455,67.572042,0.3,0.298572,0.299986,0.298572,0.3,0.068153,66.848018,74.006102,41.0084,87.74416,0.000772,0.358258,FORWARD
1822,58.304,67.062464,69.295252,0.3,0.298629,0.29999,0.298629,0.3,0.3,66.029914,57.583013,41.02096,87.80068,0.000708,0.358258,FORWARD
1823,58.336,68.502617,67.352189,0.3,0.298583,0.299993,0.298583,0.3,0.3,62.407794,65.220413,41.05864,87.84464,0.000837,0.358258,FORWARD
1824,58.368,66.311957,67.384228,0.3,0.298595,0.299995,0.298595,0.3,0.3,66.421468,64.927614,41.09632,87.88232,0.000772,0.358258,FORWARD
1825,58.4,69.578354,64.614206,0.3,0.298561,0.299997,0.298561,0.3,0.3,68.406375,63.348206,41.14028,87.92,0.000837,0.358258,FORWARD
1826,58.432,70.4026,67.398229,0.3,0.298581,0.299998,0.298581,0.3,0.3,66.70316,69.727371,41.17796,87.95768,0.000772,0.358258,FORWARD
1827,58.464,65.241288,70.501278,0.3,0.298594,0.299998,0.298594,0.3,0.3,64.267061,65.483843,41.21564,87.99536,0.000772,0.358258,FORWARD
1828,58.496,67.179864,64.334626,0.3,0.298602,0.299999,0.298602,0.3,0.3,70.593314,68.159875,41.25332,88.03304,0.000772,0.358258,FORWARD
1829,58.528,69.727075,65.706844,0.3,0.298607,0.299999,0.298607,0.3,0.3,66.134663,65.501387,41.291,88.07072,0.000772,0.358258,FORWARD
1830,58.56,69.536203,67.064256,0.3,0.29861,0.299999,0.29861,0.3,0.3,62.682077,71.787297,41.32868,88.1084,0.000772,0.358258,FORWARD
1831,58.592,71.048642,62.141361,0.3,0.298612,0.3,0.298612,0.3,0.3,67.676157,62.546811,41.36636,88.14608,0.000772,0.358258,FORWARD
1832,58.624,69.229946,65.508216,0.3,0.298573,0.3,0.298573,0.3,0.3,65.326428,69.340359,41.40404,88.19004,0.000837,0.358258,FORWARD
1833,58.656,63.30973,62.604491,0.3,0.298588,0.3,0.298588,0.3,0.3,64.94814,72.202792,41.44172,88.22772,0.000772,0.358258,FORWARD
1834,58.688,63.55615,65.433654,0.3,0.298557,0.3,0.298557,0.3,0.3,69.078661,62.662453,41.48568,88.2654,0.000837,0.358258,FORWARD
1835,58.72,66.93698,64.114436,0.3,0.298578,0.3,0.298578,0.3,0.3,58.904615,64.275377,41.52336,88.30308,0.000772,0.358258,FORWARD
1836,58.752,67.480082,70.12778,0.3,0.298592,0.3,0.298592,0.3,0.3,66.890057,69.585138,41.56104,88.34076,0.000772,0.358258,FORWARD
1837,58.784,61.902852,67.112157,0.3,0.298601,0.3,0.298601,0.068596,0.068277,72.370942,73.546304,41.59872,88.37844,0.000772,0.358258,FORWARD
1838,58.816,65.587883,66.626492,0.3,0.298606,0.3,0.298606,0.3,0.3,66.611841,60.613377,41.6364,88.41612,0.000772,0.358258,FORWARD
1839,58.848,72.012598,67.539311,0.3,0.29861,0.3,0.29861,0.3,0.3,65.086775,65.789156,41.67408,88.4538,0.000772,0.358258,FORWARD
1840,58.88,72.948933,65.980568,0.068439,0.068439,0.230532,0.068439,0.3,0.3,68.305207,65.919215,41.71176,88.49148,0.000772,0.358258,FORWARD
1841,58.912,73.458717,64.606221,0.068301,0.067984,0.181863,0.067984,0.3,0.3,61.763417,70.296086,41.74944,88.53544,0.000837,0.545455,FORWARD
1842,58.944,65.327062,68.740181,0.3,0.3,0.217304,0.3,0.3,0.3,62.214203,71.719846,41.78712,88.57312,0.000772,0.427083,FORWARD
1843,58.976,68.598436,74.253876,0.068086,0.068086,0.172538,0.068086,0.3,0.3,70.791004,61.867957,41.83108,88.6108,0.000837,0.545455,FORWARD
1844,59.008,70.805188,66.088518,0.3,0.3,0.210777,0.3,0.3,0.3,72.123886,70.138923,41.86876,88.64848,0.000772,0.545455,FORWARD
1845,59.04,70.253292,69.894279,0.3,0.299649,0.237544,0.299649,0.3,0.3,71.835247,65.002317,41.90644,88.68616,0.000772,0.545455,FORWARD
1846,59.072,66.295331,69.238935,0.3,0.299356,0.256281,0.299356,0.3,0.3,68.289588,66.577107,41.94412,88.72384,0.000772,0.427083,FORWARD
1847,59.104,67.980044,67.57066,0.3,0.29913,0.269396,0.29913,0.3,0.3,67.191967,62.749141,41.9818,88.76152,0.000772,0.385403,FORWARD
1848,59.136,68.239055,67.309107,0.3,0.298964,0.278578,0.298964,0.3,0.3,67.262921,62.779397,42.01948,88.7992,0.000772,0.369246,FORWARD
1849,59.168,62.814466,64.352697,0.3,0.298806,0.285004,0.298806,0.3,0.3,67.667777,69.760641,42.05716,88.84316,0.000837,0.362751,FORWARD
1850,59.2,67.560986,69.634651,0.3,0.298742,0.289503,0.298742,0.3,0.3,69.165993,66.875061,42.09484,88.88084,0.000772,0.360103,FORWARD
1851,59.232,67.076244,68.251725,0.3,0.298698,0.292652,0.298698,0.3,0.3,61.849261,67.00186,42.13252,88.91852,0.000772,0.359017,FORWARD
1852,59.264,57.558784,62.086451,0.3,0.298628,0.294856,0.298628,0.3,0.3,67.232183,66.275663,42.17648,88.9562,0.000837,0.35857,FORWARD
1853,59.296,66.147606,61.56135,0.3,0.298624,0.2964,0.298624,0.3,0.3,68.33439,66.515272,42.21416,88.99388,0.000772,0.358386,FORWARD
1854,59.328,70.338425,66.532893,0.3,0.298622,0.29748,0.298622,0.3,0.3,60.789399,69.497839,42.25184,89.03156,0.000772,0.358311,FORWARD
1855,59.36,64.041818,65.808501,0.3,0.29862,0.298236,0.29862,0.3,0.3,65.970655,62.1626,42.28952,89.06924,0.000772,0.358279,FORWARD
1856,59.392,71.16424,61.584468,0.3,0.298619,0.298765,0.298619,0.3,0.068398,60.151281,73.103013,42.3272,89.10692,0.000772,0.358267,FORWARD
1857,59.424,70.869977,65.312836,0.3,0.298576,0.299136,0.298576,0.3,0.3,70.843873,64.598155,42.34604,89.16972,0.000837,0.358261,FORWARD
1858,59.456,69.267221,62.638367,0.3,0.298591,0.299395,0.298591,0.3,0.3,66.711422,63.489661,42.38372,89.2074,0.000772,0.358259,FORWARD
1859,59.488,65.203952,60.974776,0.3,0.2986,0.299576,0.2986,0.3,0.3,68.37828,68.340359,42.4214,89.24508,0.000772,0.358258,FORWARD
1860,59.52,66.970045,65.157636,0.3,0.298606,0.299703,0.298606,0.3,0.3,68.381899,66.260512,42.45908,89.28276,0.000772,0.358258,FORWARD
1861,59.552,69.352826,68.084567,0.3,0.29861,0.299792,0.29861,0.3,0.3,69.061576,69.619855,42.49676,89.32044,0.000772,0.358258,FORWARD
1862,59.584,65.463508,65.443861,0.3,0.298571,0.299855,0.298571,0.3,0.068509,61.242746,72.690397,42.53444,89.3644,0.000837,0.358258,FORWARD
1863,59.616,64.331705,71.48668,0.3,0.298587,0.299898,0.298587,0.3,0.3,64.588155,67.918553,42.55328,89.42092,0.000772,0.358258,FORWARD
1864,59.648,70.916427,64.272724,0.3,0.298598,0.299929,0.298598,0.068575,0.068586,72.447587,72.40924,42.59096,89.4586,0.000772,0.358258,FORWARD
1865,59.68,62.813675,69.414178,0.3,0.298604,0.29995,0.298604,0.3,0.3,67.846084,64.114886,42.62864,89.49628,0.000772,0.358258,FORWARD
1866,59.712,68.804549,62.945683,0.3,0.298567,0.299965,0.298567,0.3,0.3,66.310923,63.69928,42.66632,89.54024,0.000837,0.358258,FORWARD
1867,59.744,61.677955,62.833162,0.3,0.298585,0.299976,0.298585,0.3,0.3,70.92368,68.703365,42.704,89.57792,0.000772,0.358258,FORWARD
1868,59.776,69.574187,68.348506,0.3,0.298596,0.299983,0.298596,0.06829,0.3,73.500237,67.992425,42.74168,89.6156,0.000772,0.358258,FORWARD
1869,59.808,69.40182,66.846389,0.3,0.298603,0.299988,0.298603,0.3,0.3,64.245741,69.22472,42.80448,89.62816,0.000772,0.358258,FORWARD
1870,59.84,68.748954,65.051824,0.3,0.298608,0.299992,0.298608,0.3,0.3,64.884561,69.923207,42.84216,89.66584,0.000772,0.358258,FORWARD
1871,59.872,66.550892,62.471177,0.3,0.29857,0.299994,0.29857,0.3,0.3,70.007263,69.371265,42.87984,89.7098,0.000837,0.358258,FORWARD
1872,59.904,64.335682,63.860316,0.3,0.298586,0.299996,0.298586,0.3,0.3,65.428278,71.10055,42.91752,89.74748,0.000772,0.358258,FORWARD
1873,59.936,67.735717,64.754727,0.3,0.298597,0.299997,0.298597,0.3,0.3,66.052806,68.660645,42.9552,89.78516,0.000772,0.358258,FORWARD
1874,59.968,68.954066,65.066562,0.3,0.298563,0.299998,0.298563,0.3,0.3,66.915748,66.259358,42.99916,89.82284,0.000837,0.358258,FORWARD
1875,60.0,67.980581,67.591233,0.3,0.298582,0.299999,0.298582,0.3,0.3,64.761477,67.857189,43.03684,89.86052,0.000772,0.358258,FORWARD
1876,60.032,67.880229,66.62169,0.3,0.298594,0.299999,0.298594,0.3,0.3,64.879678,65.85245,43.07452,89.8982,0.000772,0.358258,FORWARD
1877,60.064,64.346343,67.401362,0.3,0.298602,0.299999,0.298602,0.3,0.3,65.647142,62.163955,43.1122,89.93588,0.000772,0.358258,FORWARD
1878,60.096,67.919971,70.302334,0.3,0.298607,0.3,0.298607,0.3,0.3,61.96739,68.31547,43.14988,89.97356,0.000772,0.358258,FORWARD
1879,60.128,62.660536,73.173935,0.068378,0.068378,0.230513,0.068378,0.3,0.3,66.350386,64.471122,43.18756,90.01124,0.000772,0.358258,FORWARD
1880,60.16,68.89334,68.633363,0.3,0.3,0.251359,0.3,0.3,0.3,64.341114,71.534238,43.22524,90.0552,0.000837,0.545455,FORWARD
1881,60.192,64.671195,71.470538,0.3,0.299649,0.265951,0.299649,0.3,0.3,64.557479,66.611355,43.26292,90.09288,0.000772,0.545455,FORWARD
1882,60.224,66.688878,70.18394,0.3,0.299356,0.276166,0.299356,0.3,0.3,69.805573,68.897684,43.3006,90.13056,0.000772,0.427083,FORWARD
1883,60.256,67.893563,69.64494,0.3,0.29909,0.283316,0.29909,0.3,0.3,64.113489,68.266487,43.34456,90.16824,0.000837,0.385403,FORWARD
