step,time,sensor_raw_FL,sensor_raw_FR,raw_frontal,front_dist,filtered_frontal,kalman_estimate,raw_left,raw_right,sensor_raw_L,sensor_raw_R,encoder_L,encoder_R,delta_s,kalman_gain,action
171,5.472,68.479885,62.878848,0.3,0.298834,0.29743,0.298834,0.3,0.044918,64.450029,139.327534,4.24528,7.18432,0.000772,0.358267,FORWARD
172,5.504,70.982968,72.432479,0.068579,0.068579,0.228775,0.068579,0.3,0.041537,63.286354,152.186507,4.25784,7.24712,0.000772,0.358261,FORWARD
173,5.536,64.807262,63.310357,0.3,0.3,0.250142,0.3,0.3,0.042718,66.382232,147.693048,4.2704,7.30992,0.000772,0.545455,FORWARD
174,5.568,66.829937,66.053018,0.3,0.29962,0.2651,0.29962,0.3,0.039358,66.369277,162.970434,4.28924,7.37272,0.000837,0.545455,FORWARD
175,5.6,70.688995,70.492199,0.3,0.29934,0.27557,0.29934,0.3,0.038866,68.672678,166.752948,4.3018,7.43552,0.000772,0.427083,FORWARD
176,5.632,69.848811,68.332912,0.3,0.299119,0.282899,0.299119,0.3,0.037688,70.09762,175.80712,4.31436,7.49832,0.000772,0.385403,FORWARD
177,5.664,66.853727,65.580704,0.3,0.298957,0.288029,0.298957,0.3,0.036937,67.229308,181.587826,4.32692,7.56112,0.000772,0.369246,FORWARD
178,5.696,68.939503,67.554196,0.3,0.298843,0.29162,0.298843,0.3,0.036629,69.959918,183.950177,4.33948,7.62392,0.000772,0.362751,FORWARD
179,5.728,67.938903,61.349954,0.3,0.298724,0.294134,0.298724,0.3,0.033567,64.659563,207.498933,4.35204,7.693,0.000837,0.360103,FORWARD
180,5.76,70.253569,66.888479,0.3,0.298687,0.295894,0.298687,0.3,0.03278,59.602147,213.550761,4.3646,7.7558,0.000772,0.359017,FORWARD
181,5.792,66.484543,68.006488,0.3,0.298662,0.297126,0.298662,0.3,0.032657,71.445736,214.496748,4.37716,7.8186,0.000772,0.35857,FORWARD
182,5.824,75.589123,61.054518,0.067724,0.067724,0.228305,0.067724,0.3,0.032121,66.102871,218.621299,4.38972,7.8814,0.000772,0.358386,FORWARD
183,5.856,69.960149,69.595783,0.3,0.3,0.249814,0.3,0.3,0.031784,62.038987,221.212372,4.40228,7.9442,0.000772,0.545455,FORWARD
184,5.888,68.455611,69.91814,0.3,0.29962,0.26487,0.29962,0.3,0.031185,67.468946,225.818011,4.41484,8.01328,0.000837,0.545455,FORWARD
185,5.92,67.963078,64.791789,0.3,0.29934,0.275409,0.29934,0.06703,0.029172,78.149733,247.253105,4.4274,8.07608,0.000772,0.427083,FORWARD
186,5.952,68.134871,67.949591,0.3,0.29908,0.282786,0.29908,0.3,0.029272,61.605275,245.770352,4.46508,8.12004,0.000837,0.385403,FORWARD
187,5.984,63.946906,63.608387,0.3,0.298932,0.28795,0.298932,0.3,0.029256,69.436139,246.009927,4.47764,8.18284,0.000772,0.369246,FORWARD
188,6.016,64.985534,71.893455,0.3,0.298827,0.291565,0.298827,0.3,0.028418,58.248559,258.48845,4.4902,8.24564,0.000772,0.362751,FORWARD
189,6.048,73.330661,68.327646,0.068336,0.068336,0.224596,0.068336,0.3,0.028634,65.224467,255.271871,4.50276,8.30844,0.000772,0.360103,FORWARD
190,6.08,66.868741,65.657823,0.3,0.3,0.247217,0.3,0.3,0.028313,70.202773,260.050501,4.51532,8.37752,0.000837,0.545455,FORWARD
191,6.112,67.73818,69.041864,0.3,0.299649,0.263052,0.299649,0.3,0.027252,70.232424,275.850193,4.52788,8.44032,0.000772,0.545455,FORWARD
192,6.144,68.134645,63.111122,0.3,0.299356,0.274137,0.299356,0.3,0.025839,63.104599,296.888213,4.54044,8.50312,0.000772,0.427083,FORWARD
193,6.176,66.86327,67.245905,0.3,0.299169,0.281896,0.299169,0.3,0.033413,62.555126,208.685988,4.54672,8.56592,0.000708,0.385403,FORWARD
194,6.208,65.313575,70.302929,0.3,0.298908,0.287327,0.298908,0.3,0.046967,71.567138,131.53515,4.56556,8.635,0.000901,0.369246,FORWARD
195,6.24,63.067938,68.617692,0.3,0.298812,0.291129,0.298812,0.3,0.3,68.135709,62.294673,4.57812,8.6978,0.000772,0.362751,FORWARD
196,6.272,65.435366,64.626056,0.3,0.298745,0.29379,0.298745,0.3,0.3,64.979675,64.586845,4.6158,8.73548,0.000772,0.360103,FORWARD
197,6.304,67.147098,70.936924,0.3,0.298701,0.295653,0.298701,0.3,0.3,67.523397,68.478065,4.65348,8.77316,0.000772,0.359017,FORWARD
198,6.336,69.459407,64.194804,0.3,0.298671,0.296957,0.298671,0.3,0.3,69.548081,70.56243,4.69116,8.81084,0.000772,0.35857,FORWARD
199,6.368,67.022786,66.777777,0.3,0.298652,0.29787,0.298652,0.3,0.3,71.895937,64.428059,4.72884,8.84852,0.000772,0.358386,FORWARD
200,6.4,67.788001,67.946504,0.3,0.298639,0.298509,0.298639,0.068519,0.3,72.655742,69.370806,4.76652,8.8862,0.000772,0.358311,FORWARD
201,6.432,58.74969,68.282154,0.3,0.29859,0.298956,0.29859,0.3,0.3,71.59776,63.82324,4.82932,8.90504,0.000837,0.358279,FORWARD
202,6.464,65.082805,70.313434,0.3,0.298599,0.299269,0.298599,0.3,0.3,66.97774,63.780549,4.867,8.94272,0.000772,0.358267,FORWARD
203,6.496,72.093836,73.942333,0.06817,0.06817,0.22994,0.06817,0.3,0.068504,71.585863,72.710168,4.90468,8.9804,0.000772,0.358261,FORWARD
204,6.528,64.597246,70.496438,0.3,0.3,0.250958,0.3,0.3,0.3,66.711825,63.153834,4.92352,9.0432,0.000837,0.545455,FORWARD
205,6.56,69.331765,72.1831,0.3,0.299649,0.26567,0.299649,0.3,0.3,67.245118,65.427557,4.9612,9.08088,0.000772,0.545455,FORWARD
206,6.592,61.25514,67.656334,0.3,0.299356,0.275969,0.299356,0.3,0.067908,62.980244,74.909337,4.99888,9.11856,0.000772,0.427083,FORWARD
207,6.624,65.436518,63.408533,0.3,0.29913,0.283179,0.29913,0.3,0.3,67.80904,66.348593,5.01772,9.17508,0.000772,0.385403,FORWARD
208,6.656,71.703548,72.376871,0.068594,0.068594,0.218803,0.068594,0.3,0.3,62.586941,63.910644,5.0554,9.21904,0.000837,0.369246,FORWARD
209,6.688,65.414234,66.276912,0.3,0.3,0.243162,0.3,0.3,0.068482,70.021266,72.789724,5.09308,9.25672,0.000772,0.545455,FORWARD
210,6.72,61.189513,64.670792,0.3,0.299678,0.260214,0.299678,0.3,0.3,59.81347,69.644524,5.10564,9.31324,0.000708,0.545455,FORWARD
211,6.752,69.453279,72.57355,0.068541,0.068541,0.202712,0.068541,0.3,0.3,69.256753,68.396987,5.14332,9.35092,0.000772,0.427083,FORWARD
212,6.784,68.911054,65.420548,0.3,0.3,0.231898,0.3,0.3,0.3,60.537119,66.095154,5.18728,9.39488,0.000901,0.545455,FORWARD
213,6.816,64.500755,63.687271,0.3,0.299649,0.252329,0.299649,0.3,0.3,71.325876,67.143394,5.22496,9.43256,0.000772,0.545455,FORWARD
214,6.848,68.480347,64.68857,0.3,0.299356,0.26663,0.299356,0.3,0.3,67.449771,64.511668,5.26264,9.47024,0.000772,0.427083,FORWARD
215,6.88,65.474538,71.261875,0.3,0.29913,0.276641,0.29913,0.3,0.3,67.223369,70.860712,5.30032,9.50792,0.000772,0.385403,FORWARD
216,6.912,66.566175,66.771606,0.3,0.298964,0.283649,0.298964,0.3,0.3,67.193682,65.421053,5.338,9.5456,0.000772,0.369246,FORWARD
217,6.944,69.805707,65.735841,0.3,0.298847,0.288554,0.298847,0.3,0.3,67.484549,63.565724,5.37568,9.58328,0.000772,0.362751,FORWARD
218,6.976,63.592224,66.345501,0.3,0.298768,0.291988,0.298768,0.3,0.3,63.723859,67.653737,5.41336,9.62096,0.000772,0.360103,FORWARD
219,7.008,73.768085,59.1247,0.068217,0.068217,0.224857,0.068217,0.3,0.3,68.759205,67.323332,5.45104,9.65864,0.000772,0.359017,FORWARD
220,7.04,68.602137,70.599518,0.3,0.3,0.2474,0.3,0.3,0.3,61.232531,63.275993,5.495,9.7026,0.000901,0.545455,FORWARD
221,7.072,66.228669,64.18905,0.3,0.299649,0.26318,0.299649,0.3,0.3,63.665917,70.59181,5.53268,9.74028,0.000772,0.545455,FORWARD
222,7.104,64.438148,68.610916,0.3,0.299356,0.274226,0.299356,0.3,0.3,64.880595,63.252472,5.57036,9.77796,0.000772,0.427083,FORWARD
223,7.136,67.443652,74.035039,0.068145,0.068145,0.212402,0.068145,0.3,0.3,66.555749,65.72478,5.60804,9.81564,0.000772,0.385403,FORWARD
224,7.168,63.236302,67.885521,0.3,0.3,0.238681,0.3,0.3,0.3,65.691635,60.830436,5.64572,9.85332,0.000772,0.545455,FORWARD
225,7.2,69.702023,68.045861,0.3,0.299649,0.257077,0.299649,0.3,0.3,64.104739,70.279805,5.6834,9.891,0.000772,0.545455,FORWARD
226,7.232,62.14592,64.624737,0.3,0.299356,0.269954,0.299356,0.3,0.3,63.887511,67.816871,5.72108,9.92868,0.000772,0.427083,FORWARD
227,7.264,66.776532,67.192071,0.3,0.29913,0.278968,0.29913,0.3,0.3,66.782241,65.644732,5.75876,9.96636,0.000772,0.385403,FORWARD
228,7.296,66.523644,73.461128,0.068301,0.068301,0.215767,0.068301,0.3,0.3,61.761471,65.201556,5.79644,10.00404,0.000772,0.369246,FORWARD
229,7.328,66.916465,68.304176,0.3,0.3,0.241037,0.3,0.3,0.3,67.241513,68.668657,5.8404,10.048,0.000901,0.545455,FORWARD
230,7.36,64.780148,69.201484,0.3,0.299649,0.258726,0.299649,0.3,0.3,64.262475,66.259502,5.87808,10.08568,0.000772,0.545455,FORWARD
231,7.392,67.900383,63.338577,0.3,0.299356,0.271108,0.299356,0.3,0.3,68.755568,64.778314,5.91576,10.12336,0.000772,0.427083,FORWARD
232,7.424,65.17985,65.949463,0.3,0.29913,0.279776,0.29913,0.3,0.3,65.014306,70.854388,5.95344,10.16104,0.000772,0.385403,FORWARD
233,7.456,71.773436,67.060909,0.3,0.298964,0.285843,0.298964,0.3,0.3,68.527886,66.25618,5.99112,10.19872,0.000772,0.369246,FORWARD
234,7.488,82.226269,60.969544,0.065925,0.065925,0.219868,0.065925,0.3,0.3,70.618217,65.106765,6.0288,10.2364,0.000772,0.362751,FORWARD
235,7.52,82.445421,66.956613,0.065866,0.065542,0.173667,0.065542,0.3,0.068388,65.217185,73.137646,6.06648,10.27408,0.000772,0.545455,FORWARD
236,7.552,85.996569,69.270876,0.064903,0.06479,0.141038,0.06479,0.3,0.3,64.764648,64.087549,6.08532,10.33688,0.000837,0.427083,FORWARD
237,7.584,91.656928,73.328432,0.063369,0.063369,0.117737,0.063768,0.3,0.3,69.366248,69.035725,6.123,10.37456,0.000772,0.385403,FORWARD
238,7.616,103.725285,75.74612,0.060099,0.060099,0.100446,0.061926,0.068407,0.3,73.069613,64.832783,6.16068,10.41224,0.000772,0.369246,FORWARD
239,7.648,106.820912,84.891679,0.058284,0.058284,0.087797,0.060071,0.3,0.3,67.196597,71.706014,6.22348,10.43108,0.000837,0.362751,FORWARD
240,7.68,109.777244,83.900808,0.056425,0.056425,0.078386,0.058264,0.06848,0.3,72.79971,69.832082,6.26116,10.46876,0.000772,0.360103,FORWARD
241,7.712,116.342118,90.245065,0.052299,0.052299,0.07056,0.055669,0.3,0.3,64.951721,68.7351,6.31768,10.48132,0.000708,0.359017,FORWARD
242,7.744,115.021252,104.168637,0.053129,0.053129,0.065331,0.054221,0.3,0.3,64.275857,63.090231,6.36164,10.519,0.000837,0.35857,FORWARD
243,7.776,122.027451,100.012953,0.049467,0.049467,0.060571,0.051981,0.3,0.3,67.191044,67.918836,6.39932,10.56296,0.000837,0.358386,FORWARD
244,7.808,122.629384,107.009085,0.049309,0.049309,0.057193,0.050527,0.3,0.3,70.04325,67.482688,6.437,10.60064,0.000772,0.358311,FORWARD
245,7.84,113.290742,112.574683,0.054217,0.051354,0.0563,0.051354,0.3,0.3,69.723259,65.305614,6.47468,10.63832,0.000772,0.358279,FORWARD
246,7.872,134.040639,106.855277,0.046308,0.046308,0.053302,0.04905,0.3,0.3,67.666497,68.791721,6.51236,10.676,0.000772,0.358267,FORWARD
247,7.904,137.492797,110.506882,0.0454,0.0454,0.050932,0.047288,0.3,0.3,66.293842,67.95655,6.55004,10.7074,0.000708,0.358261,FORWARD
248,7.936,141.216536,115.241491,0.044421,0.044421,0.048979,0.045807,0.3,0.3,69.236914,66.855051,6.58144,10.74508,0.000708,0.358259,FORWARD
249,7.968,148.680493,127.288352,0.042458,0.042458,0.047023,0.044153,0.3,0.3,69.812788,65.646503,6.61912,10.77648,0.000708,0.358258,FORWARD
250,8.0,164.708807,142.729338,0.039131,0.039131,0.044655,0.041899,0.068555,0.3,72.521222,68.146138,6.65052,10.81416,0.000708,0.358258,TURN_RIGHT
251,8.032,167.460833,114.150761,0.038774,0.038774,0.042891,0.040821,0.3,0.06819,61.4395,73.870646,6.72588,10.73252,-6.4e-05,0.358258,TURN_LEFT
252,8.064,150.738181,131.46964,0.041917,0.041172,0.042599,0.041172,0.3,0.3,58.378764,62.068769,6.65052,10.81416,6.4e-05,0.358258,TURN_LEFT
253,8.096,146.379877,141.271911,0.043063,0.041891,0.042738,0.041891,0.3,0.3,66.080639,61.847878,6.56888,10.88952,-6.4e-05,0.358258,TURN_LEFT
254,8.128,150.005926,152.878049,0.041355,0.041355,0.042323,0.041699,0.3,0.3,65.136313,68.754195,6.48724,10.97116,0.0,0.358258,TURN_LEFT
255,8.16,134.643353,158.741244,0.039908,0.039908,0.041598,0.041016,0.068489,0.3,72.764661,69.408813,6.41188,11.0528,6.4e-05,0.358258,TURN_RIGHT
256,8.192,140.043636,142.309377,0.044134,0.042174,0.042359,0.042174,0.3,0.3,67.831495,70.155738,6.48724,10.97116,-6.4e-05,0.358258,TURN_LEFT
257,8.224,137.029217,159.874905,0.03976,0.03976,0.041579,0.041268,0.3,0.3,67.791331,67.713358,6.41188,11.0528,6.4e-05,0.358258,TURN_LEFT
258,8.256,118.633875,158.296077,0.039965,0.039965,0.041095,0.040801,0.3,0.3,63.857773,67.784465,6.33024,11.13444,0.0,0.358258,TURN_LEFT
259,8.288,118.070147,167.130742,0.038817,0.038817,0.040412,0.040132,0.3,0.06797,69.185725,74.678927,6.2486,11.2098,-6.4e-05,0.358258,TURN_LEFT
260,8.32,109.648067,171.630001,0.038231,0.038231,0.039758,0.039451,0.3,0.3,67.426216,64.932384,6.16696,11.29144,0.0,0.358258,TURN_LEFT
261,8.352,97.317545,181.833866,0.036905,0.036905,0.038902,0.038497,0.3,0.3,64.14638,71.052534,6.0916,11.37308,6.4e-05,0.358258,TURN_LEFT
262,8.384,74.883318,176.240629,0.037632,0.037632,0.038521,0.038229,0.3,0.068503,66.161659,72.712235,6.00996,11.44844,-6.4e-05,0.358258,TURN_LEFT
263,8.416,68.047206,169.46002,0.038514,0.038331,0.038519,0.038331,0.3,0.3,66.816068,68.849909,5.92832,11.53008,0.0,0.358258,TURN_LEFT
264,8.448,67.383668,174.888668,0.037808,0.037808,0.038305,0.038143,0.3,0.3,71.641954,69.029057,5.84668,11.61172,0.0,0.358258,TURN_LEFT
265,8.48,66.581342,160.267162,0.039709,0.038663,0.038726,0.038663,0.3,0.3,69.749334,67.485074,5.77132,11.69336,6.4e-05,0.358258,TURN_LEFT
266,8.512,65.290823,154.910604,0.04082,0.039477,0.039355,0.039477,0.3,0.3,68.879596,67.737271,5.68968,11.76872,-6.4e-05,0.358258,TURN_LEFT
267,8.544,66.5618,135.522764,0.045918,0.041785,0.041324,0.041785,0.068472,0.3,72.829434,67.395268,5.60804,11.85036,0.0,0.358258,TURN_RIGHT
268,8.576,63.827126,148.219634,0.04258,0.04207,0.0417,0.04207,0.3,0.3,70.722386,56.238074,5.68968,11.76872,0.0,0.358258,TURN_LEFT
269,8.608,61.330039,144.994646,0.043428,0.042556,0.042219,0.042556,0.3,0.3,63.762749,68.13823,5.60804,11.85036,0.0,0.358258,TURN_LEFT
270,8.64,69.657246,132.574984,0.046693,0.044038,0.043561,0.044038,0.3,0.3,60.38503,62.341481,5.5264,11.932,0.0,0.358258,TURN_LEFT
271,8.672,71.10945,130.736149,0.047177,0.045121,0.044646,0.045121,0.3,0.3,66.116195,71.20361,5.45104,12.01364,6.4e-05,0.358258,TURN_LEFT
272,8.704,65.511919,111.73611,0.055194,0.048771,0.04781,0.048771,0.3,0.3,63.757247,62.178899,5.3694,12.089,-6.4e-05,0.358258,TURN_LEFT
273,8.736,64.032841,109.003024,0.056912,0.051688,0.050541,0.051688,0.3,0.3,69.073439,67.245584,5.28776,12.17064,0.0,0.358258,TURN_LEFT
274,8.768,64.386719,101.291851,0.060758,0.054896,0.053606,0.054896,0.3,0.065143,67.181629,85.110971,5.2124,12.25228,6.4e-05,0.358258,TURN_LEFT
275,8.8,63.289962,77.560967,0.067189,0.059342,0.057681,0.059342,0.3,0.061106,63.284593,100.010605,5.13076,12.32764,-6.4e-05,0.358258,FORWARD
276,8.832,59.245852,70.653343,0.3,0.3,0.130377,0.3,0.3,0.060793,66.329927,101.164528,5.14332,12.39044,0.000772,0.358258,FORWARD
277,8.864,66.057975,70.096191,0.3,0.29962,0.181264,0.29962,0.3,0.05783,64.77284,107.542525,5.16216,12.45324,0.000837,0.545455,FORWARD
278,8.896,74.647332,67.734411,0.067979,0.067979,0.147278,0.067979,0.3,0.049876,65.827504,120.471601,5.17472,12.51604,0.000772,0.427083,FORWARD
279,8.928,68.761214,68.588885,0.3,0.3,0.193095,0.3,0.3,0.055087,69.145606,111.906497,5.18728,12.57884,0.000772,0.545455,FORWARD
280,8.96,68.626404,69.643446,0.3,0.29962,0.225166,0.29962,0.3,0.049697,62.65396,121.151476,5.20612,12.64164,0.000837,0.545455,FORWARD
281,8.992,68.363943,69.45825,0.3,0.29934,0.247616,0.29934,0.3,0.045233,65.385092,138.129673,5.21868,12.70444,0.000772,0.427083,FORWARD
282,9.024,69.063262,69.381732,0.3,0.299119,0.263332,0.299119,0.3,0.044983,68.34204,139.07957,5.23124,12.76724,0.000772,0.385403,FORWARD
283,9.056,65.990423,72.871974,0.06846,0.06846,0.20487,0.06846,0.3,0.043376,60.986626,145.190274,5.25008,12.83004,0.000837,0.369246,FORWARD
284,9.088,67.732854,66.820574,0.3,0.3,0.233409,0.3,0.3,0.042418,69.964309,148.833539,5.26264,12.89284,0.000772,0.545455,FORWARD
285,9.12,66.913122,74.484295,0.068023,0.068023,0.183793,0.068023,0.3,0.041218,69.48125,153.39871,5.2752,12.95564,0.000772,0.545455,FORWARD
286,9.152,65.407347,67.404615,0.3,0.3,0.218655,0.3,0.3,0.039607,67.78843,161.055584,5.28776,13.01844,0.000772,0.545455,FORWARD
287,9.184,72.747291,61.998611,0.068494,0.068494,0.173607,0.068494,0.3,0.03722,65.601164,179.409422,5.30032,13.08124,0.000772,0.545455,FORWARD
288,9.216,64.14172,69.510911,0.3,0.3,0.211525,0.3,0.3,0.035813,69.936915,190.231528,5.31288,13.14404,0.000772,0.545455,FORWARD
289,9.248,64.894051,66.524796,0.3,0.299649,0.238067,0.299649,0.3,0.034173,66.799119,202.842417,5.32544,13.20684,0.000772,0.545455,FORWARD
290,9.28,69.656078,64.075375,0.3,0.299356,0.256647,0.299356,0.3,0.032113,68.101889,218.682569,5.338,13.26964,0.000772,0.427083,FORWARD
291,9.312,66.354297,65.908123,0.3,0.29913,0.269653,0.29913,0.3,0.031685,68.869932,221.97224,5.35056,13.33244,0.000772,0.385403,FORWARD
292,9.344,65.703511,68.48079,0.3,0.298923,0.278757,0.298923,0.3,0.029953,65.06926,235.627347,5.36312,13.40152,0.000837,0.369246,FORWARD
293,9.376,68.886641,70.648269,0.3,0.298822,0.28513,0.298822,0.3,0.029951,68.862475,235.656162,5.37568,13.46432,0.000772,0.362751,FORWARD
294,9.408,64.476389,72.007198,0.3,0.298752,0.289591,0.298752,0.067518,0.028412,76.346947,258.570753,5.38824,13.52712,0.000772,0.360103,FORWARD
295,9.44,62.162571,72.82419,0.068473,0.068473,0.223256,0.068473,0.3,0.027421,70.6509,273.333154,5.42592,13.57108,0.000837,0.359017,FORWARD
296,9.472,64.794841,73.2272,0.068364,0.068062,0.176788,0.068062,0.068267,0.027226,73.586584,276.230861,5.43848,13.63388,0.000772,0.545455,FORWARD
297,9.504,68.371093,63.249611,0.3,0.3,0.213752,0.3,0.068204,0.02739,73.816483,273.797359,5.46988,13.67784,0.000772,0.427083,FORWARD
298,9.536,70.344144,67.138636,0.3,0.29962,0.239626,0.29962,0.3,0.026459,66.904779,287.654042,5.50756,13.7218,0.000837,0.545455,FORWARD
299,9.568,67.085543,65.861016,0.3,0.29934,0.257738,0.29934,0.3,0.024948,71.068488,310.162632,5.52012,13.7846,0.000772,0.427083,FORWARD
300,9.6,66.894835,63.739875,0.3,0.299119,0.270417,0.299119,0.3,0.024482,60.599115,317.097465,5.53268,13.8474,0.000772,0.385403,FORWARD
301,9.632,64.692118,65.99565,0.3,0.298917,0.279292,0.298917,0.3,0.024124,70.681211,322.436125,5.54524,13.91648,0.000837,0.369246,FORWARD
302,9.664,67.38135,60.499504,0.3,0.298817,0.285504,0.298817,0.3,0.023309,66.080386,334.558289,5.5578,13.97928,0.000772,0.362751,FORWARD
303,9.696,62.214246,73.903474,0.068181,0.068181,0.220307,0.068181,0.3,0.022479,63.741344,346.92121,5.56408,14.04208,0.000708,0.360103,FORWARD
304,9.728,63.974668,65.656457,0.3,0.3,0.244215,0.3,0.3,0.02253,65.444918,346.168315,5.57664,14.11116,0.000837,0.545455,FORWARD
305,9.76,64.813032,68.994573,0.3,0.299649,0.260951,0.299649,0.3,0.021214,67.089618,365.759539,5.5892,14.17396,0.000772,0.545455,FORWARD
306,9.792,61.820149,71.173725,0.3,0.299356,0.272665,0.299356,0.3,0.021724,69.981648,358.161451,5.60176,14.23676,0.000772,0.427083,FORWARD
307,9.824,68.989881,70.000343,0.3,0.29909,0.280866,0.29909,0.3,0.021933,60.987529,355.061534,5.61432,14.30584,0.000837,0.385403,FORWARD
308,9.856,63.885732,69.576018,0.3,0.298939,0.286606,0.298939,0.3,0.021208,63.120547,365.850571,5.62688,14.36864,0.000772,0.369246,FORWARD
309,9.888,60.235603,60.677329,0.3,0.298832,0.290624,0.298832,0.3,0.020868,68.455494,370.913541,5.63944,14.43144,0.000772,0.362751,FORWARD
310,9.92,72.584731,69.697101,0.068538,0.068538,0.223998,0.068538,0.3,0.020898,68.846922,370.469865,5.64572,14.50052,0.000772,0.360103,FORWARD
311,9.952,64.544312,66.804242,0.3,0.3,0.246799,0.3,0.3,0.020694,64.827636,373.499184,5.65828,14.56332,0.000772,0.545455,FORWARD
312,9.984,61.424656,65.695941,0.3,0.29962,0.262759,0.29962,0.3,0.021646,68.101264,359.324533,5.67084,14.6324,0.000837,0.545455,FORWARD
313,10.016,67.519473,66.276019,0.3,0.29934,0.273931,0.29934,0.3,0.020752,62.271632,372.636596,5.6834,14.6952,0.000772,0.427083,FORWARD
314,10.048,66.069052,67.52723,0.3,0.299119,0.281752,0.299119,0.3,0.021282,70.145096,364.753375,5.69596,14.758,0.000772,0.385403,FORWARD
315,10.08,72.520472,74.290857,0.068076,0.068076,0.217649,0.068076,0.3,0.020935,67.503689,369.918854,5.70852,14.82708,0.000837,0.369246,FORWARD
316,10.112,64.138965,69.37963,0.3,0.3,0.242354,0.3,0.3,0.021662,66.284305,359.090098,5.72108,14.88988,0.000772,0.545455,FORWARD
317,10.144,59.749023,66.060173,0.3,0.299678,0.259648,0.299678,0.3,0.022348,67.192173,348.877737,5.72736,14.95268,0.000708,0.545455,FORWARD
318,10.176,61.955907,66.518269,0.3,0.299336,0.271754,0.299336,0.3,0.022418,64.122026,347.835706,5.73992,15.02176,0.000837,0.427083,FORWARD
319,10.208,64.835937,67.147571,0.3,0.299117,0.280228,0.299117,0.3,0.02315,66.325678,336.930486,5.75248,15.08456,0.000772,0.385403,FORWARD
320,10.24,68.417211,74.909594,0.067908,0.067908,0.216532,0.067908,0.3,0.024738,63.460195,313.285635,5.76504,15.14736,0.000772,0.369246,FORWARD
321,10.272,71.494042,65.028908,0.3,0.3,0.241572,0.3,0.3,0.023756,69.293522,327.912029,5.7776,15.21644,0.000837,0.545455,FORWARD
322,10.304,63.47948,64.98319,0.3,0.299649,0.259101,0.299649,0.068075,0.025725,74.294063,298.588034,5.79016,15.27924,0.000772,0.545455,FORWARD
323,10.336,60.046272,72.950824,0.068439,0.068439,0.201902,0.068439,0.3,0.025001,65.849885,309.374747,5.82156,15.3232,0.000772,0.427083,FORWARD
324,10.368,71.230243,67.515525,0.3,0.3,0.231331,0.3,0.3,0.025972,66.833104,294.906427,5.83412,15.386,0.000772,0.545455,FORWARD
325,10.4,72.081516,59.606768,0.3,0.29962,0.251932,0.29962,0.068395,0.027078,73.111706,278.434618,5.84668,15.45508,0.000837,0.545455,FORWARD
326,10.432,76.480172,69.510774,0.067482,0.067482,0.196597,0.067482,0.3,0.027595,68.008848,270.738495,5.88436,15.49276,0.000772,0.427083,FORWARD
327,10.464,67.294895,61.267589,0.3,0.3,0.227618,0.3,0.3,0.029059,66.302512,248.937055,5.89692,15.56184,0.000837,0.545455,FORWARD
328,10.496,68.651634,69.683353,0.3,0.299649,0.249333,0.299649,0.3,0.029564,70.799879,241.426119,5.90948,15.62464,0.000772,0.545455,FORWARD
329,10.528,66.215328,66.621804,0.3,0.299393,0.264533,0.299393,0.068019,0.030558,74.499802,230.635883,5.91576,15.68744,0.000708,0.427083,FORWARD
330,10.56,69.008092,66.845233,0.3,0.299113,0.275173,0.299113,0.3,0.030077,62.137026,234.338345,5.95344,15.7314,0.000837,0.385403,FORWARD
331,10.592,70.094089,67.343164,0.3,0.298953,0.282621,0.298953,0.3,0.033544,71.38784,207.679467,5.966,15.7942,0.000772,0.369246,FORWARD
332,10.624,68.225031,67.060492,0.3,0.298841,0.287835,0.298841,0.3,0.032888,64.177412,212.719665,5.97856,15.857,0.000772,0.362751,FORWARD
333,10.656,74.909593,66.789401,0.067908,0.067908,0.221857,0.067908,0.3,0.035752,66.209707,190.69723,5.99112,15.9198,0.000772,0.360103,FORWARD
334,10.688,75.086268,78.570297,0.066916,0.066916,0.175374,0.067016,0.3,0.037048,63.951645,180.727535,6.00368,15.9826,0.000772,0.545455,FORWARD
335,10.72,67.715441,65.106071,0.3,0.3,0.212762,0.3,0.3,0.03805,60.467407,173.026631,6.01624,16.05168,0.000837,0.427083,FORWARD
336,10.752,69.304361,69.354563,0.3,0.299649,0.238933,0.299649,0.3,0.040315,67.833102,156.830597,6.0288,16.11448,0.000772,0.545455,FORWARD
337,10.784,72.602771,65.249165,0.068533,0.068533,0.187813,0.068533,0.3,0.040443,68.201655,156.343932,6.04764,16.17728,0.000837,0.427083,FORWARD
