step,time,sensor_raw_FL,sensor_raw_FR,raw_frontal,front_dist,side_danger,filtered_frontal,kalman_estimate,raw_left,raw_right,sensor_raw_L,sensor_raw_R,encoder_L,encoder_R,delta_s,kalman_gain,action
162,5.184,71.11839,64.016749,0.3,0.298586,0.3,0.299498,0.298586,0.3,0.3,68.951452,63.301802,6.33024,6.03508,0.000772,0.358261,FORWARD
163,5.216,65.673486,59.832674,0.3,0.298597,0.3,0.299649,0.298597,0.3,0.3,68.659896,65.215596,6.36792,6.07276,0.000772,0.358259,FORWARD
164,5.248,69.137237,66.472637,0.3,0.298604,0.3,0.299754,0.298604,0.3,0.3,66.073649,67.250676,6.4056,6.11044,0.000772,0.358258,FORWARD
165,5.28,66.503099,65.775504,0.3,0.298608,0.3,0.299828,0.298608,0.3,0.3,71.744548,67.625669,6.44328,6.14812,0.000772,0.358258,FORWARD
166,5.312,71.925904,68.813341,0.3,0.298611,0.3,0.29988,0.298611,0.3,0.3,68.682497,70.095817,6.48096,6.1858,0.000772,0.358258,FORWARD
167,5.344,70.527572,69.290705,0.3,0.298613,0.3,0.299916,0.298613,0.3,0.3,61.106063,67.826402,6.51864,6.22348,0.000772,0.358258,FORWARD
168,5.376,70.303676,61.78794,0.3,0.298573,0.068012,0.299941,0.298573,0.3,0.068012,66.115257,74.525295,6.5626,6.26116,0.000837,0.358258,FORWARD
169,5.408,60.213861,67.935205,0.3,0.298588,0.3,0.299959,0.298588,0.3,0.3,63.895276,63.874942,6.5626,6.33652,0.000772,0.358258,FORWARD
170,5.44,69.748253,67.629094,0.3,0.298598,0.3,0.299971,0.298598,0.3,0.3,66.376282,67.272494,6.60028,6.3742,0.000772,0.358258,FORWARD
171,5.472,68.479885,62.878848,0.3,0.298564,0.3,0.29998,0.298564,0.3,0.3,64.450029,63.762373,6.63796,6.41816,0.000837,0.358258,FORWARD
172,5.504,70.982968,72.432479,0.068579,0.068579,0.3,0.23056,0.068579,0.3,0.3,63.286354,69.209,6.67564,6.45584,0.000772,0.358258,FORWARD
173,5.536,64.807262,63.310357,0.3,0.3,0.3,0.251392,0.3,0.3,0.3,66.382232,62.740252,6.71332,6.49352,0.000772,0.545455,FORWARD
174,5.568,66.829937,66.053018,0.3,0.299649,0.3,0.265974,0.299649,0.3,0.3,66.369277,70.18001,6.751,6.5312,0.000772,0.545455,FORWARD
175,5.6,70.688995,70.492199,0.3,0.299356,0.3,0.276182,0.299356,0.3,0.3,68.672678,66.674966,6.78868,6.56888,0.000772,0.427083,FORWARD
176,5.632,69.848811,68.332912,0.3,0.29909,0.009007,0.283327,0.29909,0.3,0.009007,70.09762,1598.296639,6.83264,6.60656,0.000837,0.385403,TURN_LEFT
177,5.664,66.853727,65.580704,0.3,0.299426,0.008863,0.288329,0.299426,0.3,0.008863,67.229308,1617.489021,6.751,6.6882,0.0,0.369246,TURN_LEFT
178,5.696,68.939503,67.554196,0.3,0.299634,0.008936,0.29183,0.299634,0.3,0.008936,69.959918,1607.845661,6.66936,6.76984,0.0,0.362751,TURN_LEFT
179,5.728,67.938903,61.349954,0.3,0.299807,0.008874,0.294281,0.299807,0.3,0.008874,64.659563,1616.046357,6.58772,6.8452,-6.4e-05,0.360103,TURN_LEFT
180,5.76,70.253569,66.888479,0.3,0.299835,0.009247,0.295997,0.299835,0.3,0.009247,59.602147,1566.277122,6.51236,6.92684,6.4e-05,0.359017,TURN_LEFT
181,5.792,66.484543,68.006488,0.3,0.299894,0.009861,0.297198,0.299894,0.3,0.009861,71.445736,1484.317723,6.43072,7.00848,-0.0,0.35857,TURN_LEFT
182,5.824,75.589123,61.054518,0.067724,0.067724,0.010644,0.228356,0.067724,0.3,0.010644,66.102871,1354.41107,6.34908,7.09012,0.0,0.358386,TURN_LEFT
183,5.856,69.960149,69.595783,0.3,0.3,0.011694,0.249849,0.3,0.3,0.011694,62.038987,1172.957141,6.26744,7.16548,-6.4e-05,0.545455,TURN_LEFT
184,5.888,68.455611,69.91814,0.3,0.299971,0.012943,0.264894,0.299971,0.3,0.012943,67.468946,957.089268,6.19208,7.24712,6.4e-05,0.545455,TURN_LEFT
185,5.92,67.963078,64.791789,0.3,0.299983,0.013978,0.275426,0.299983,0.06703,0.013978,78.149733,778.036745,6.11044,7.32876,0.0,0.427083,TURN_LEFT
186,5.952,68.134871,67.949591,0.3,0.3,0.015559,0.282798,0.3,0.3,0.015559,61.605275,577.132445,6.0288,7.40412,-6.4e-05,0.385403,TURN_LEFT
187,5.984,63.946906,63.608387,0.3,0.299959,0.01823,0.287959,0.299959,0.3,0.01823,69.436139,460.856709,5.95344,7.48576,6.4e-05,0.369246,TURN_LEFT
188,6.016,64.985534,71.893455,0.3,0.299974,0.020431,0.291571,0.299974,0.3,0.020431,58.248559,377.427445,5.8718,7.5674,0.0,0.362751,TURN_LEFT
189,6.048,73.330661,68.327646,0.068336,0.068336,0.024007,0.224601,0.068336,0.3,0.024007,65.224467,324.168342,5.79016,7.64904,0.0,0.360103,TURN_LEFT
190,6.08,66.868741,65.657823,0.3,0.3,0.027482,0.24722,0.3,0.3,0.027482,70.202773,272.418509,5.70852,7.7244,-6.4e-05,0.545455,TURN_LEFT
191,6.112,67.73818,69.041864,0.3,0.299971,0.030875,0.263054,0.299971,0.3,0.030875,70.232424,228.201601,5.63316,7.80604,6.4e-05,0.545455,TURN_LEFT
192,6.144,68.134645,63.111122,0.3,0.299983,0.068041,0.274138,0.299983,0.3,0.068041,63.104599,74.418741,5.55152,7.88768,-0.0,0.427083,TURN_LEFT
193,6.176,66.86327,67.245905,0.3,0.29999,0.3,0.281897,0.29999,0.3,0.3,62.555126,64.547729,5.46988,7.96932,0.0,0.385403,TURN_LEFT
194,6.208,65.313575,70.302929,0.3,0.3,0.068115,0.287328,0.3,0.3,0.068115,71.567138,74.14684,5.38824,8.04468,-6.4e-05,0.369246,TURN_LEFT
195,6.24,63.067938,68.617692,0.3,0.299959,0.3,0.291129,0.299959,0.3,0.3,68.135709,62.294673,5.31288,8.12632,6.4e-05,0.362751,TURN_LEFT
196,6.272,65.435366,64.626056,0.3,0.299974,0.3,0.293791,0.299974,0.3,0.3,64.979675,64.586845,5.23124,8.20796,0.0,0.360103,TURN_LEFT
197,6.304,67.147098,70.936924,0.3,0.3,0.3,0.295653,0.3,0.3,0.3,67.523397,68.478065,5.1496,8.28332,-6.4e-05,0.359017,TURN_LEFT
198,6.336,69.459407,64.194804,0.3,0.299959,0.3,0.296957,0.299959,0.3,0.3,69.548081,70.56243,5.07424,8.36496,6.4e-05,0.35857,TURN_LEFT
199,6.368,67.022786,66.777777,0.3,0.299974,0.3,0.29787,0.299974,0.3,0.3,71.895937,64.428059,4.9926,8.4466,0.0,0.358386,TURN_LEFT
200,6.4,67.788001,67.946504,0.3,0.299983,0.068519,0.298509,0.299983,0.068519,0.3,72.655742,69.370806,4.91096,8.52824,0.0,0.358311,TURN_RIGHT
201,6.432,58.74969,68.282154,0.3,0.299989,0.3,0.298956,0.299989,0.3,0.3,71.59776,63.82324,4.9926,8.4466,0.0,0.358279,TURN_LEFT
202,6.464,65.082805,70.313434,0.3,0.299993,0.3,0.299269,0.299993,0.3,0.3,66.97774,63.780549,4.91096,8.52824,0.0,0.358267,TURN_LEFT
203,6.496,72.093836,73.942333,0.06817,0.06817,0.068504,0.22994,0.06817,0.3,0.068504,71.585863,72.710168,4.82932,8.6036,-6.4e-05,0.358261,FORWARD
204,6.528,64.597246,70.496438,0.3,0.3,0.3,0.250958,0.3,0.3,0.3,66.711825,63.153834,4.8356,8.67896,0.000837,0.545455,FORWARD
205,6.56,69.331765,72.1831,0.3,0.29962,0.3,0.26567,0.29962,0.3,0.3,67.245118,65.427557,4.87328,8.72292,0.000837,0.545455,FORWARD
206,6.592,61.25514,67.656334,0.3,0.29934,0.067908,0.275969,0.29934,0.3,0.067908,62.980244,74.909337,4.91096,8.7606,0.000772,0.427083,FORWARD
207,6.624,65.436518,63.408533,0.3,0.299119,0.3,0.283179,0.299119,0.3,0.3,67.80904,66.348593,4.91096,8.83596,0.000772,0.385403,FORWARD
208,6.656,71.703548,72.376871,0.068594,0.068594,0.3,0.218803,0.068594,0.3,0.3,62.586941,63.910644,4.94864,8.87364,0.000772,0.369246,FORWARD
209,6.688,65.414234,66.276912,0.3,0.3,0.068482,0.243162,0.3,0.3,0.068482,70.021266,72.789724,4.98632,8.91132,0.000772,0.545455,FORWARD
210,6.72,61.189513,64.670792,0.3,0.299649,0.3,0.260214,0.299649,0.3,0.3,59.81347,69.644524,4.98632,8.98668,0.000772,0.545455,FORWARD
211,6.752,69.453279,72.57355,0.068541,0.068541,0.3,0.202712,0.068541,0.3,0.3,69.256753,68.396987,5.03028,9.02436,0.000837,0.427083,FORWARD
212,6.784,68.911054,65.420548,0.3,0.3,0.3,0.231898,0.3,0.3,0.3,60.537119,66.095154,5.06796,9.06204,0.000772,0.545455,FORWARD
213,6.816,64.500755,63.687271,0.3,0.299649,0.3,0.252329,0.299649,0.3,0.3,71.325876,67.143394,5.10564,9.09972,0.000772,0.545455,FORWARD
214,6.848,68.480347,64.68857,0.3,0.299356,0.3,0.26663,0.299356,0.3,0.3,67.449771,64.511668,5.14332,9.1374,0.000772,0.427083,FORWARD
215,6.88,65.474538,71.261875,0.3,0.29913,0.3,0.276641,0.29913,0.3,0.3,67.223369,70.860712,5.181,9.17508,0.000772,0.385403,FORWARD
216,6.912,66.566175,66.771606,0.3,0.298923,0.3,0.283649,0.298923,0.3,0.3,67.193682,65.421053,5.21868,9.21904,0.000837,0.369246,FORWARD
217,6.944,69.805707,65.735841,0.3,0.298822,0.3,0.288554,0.298822,0.3,0.3,67.484549,63.565724,5.25636,9.25672,0.000772,0.362751,FORWARD
218,6.976,63.592224,66.345501,0.3,0.298752,0.3,0.291988,0.298752,0.3,0.3,63.723859,67.653737,5.29404,9.2944,0.000772,0.360103,FORWARD
219,7.008,73.768085,59.1247,0.068217,0.068217,0.3,0.224857,0.068217,0.3,0.3,68.759205,67.323332,5.33172,9.33208,0.000772,0.359017,FORWARD
220,7.04,68.602137,70.599518,0.3,0.3,0.3,0.2474,0.3,0.3,0.3,61.232531,63.275993,5.37568,9.36976,0.000837,0.545455,FORWARD
221,7.072,66.228669,64.18905,0.3,0.299649,0.3,0.26318,0.299649,0.3,0.3,63.665917,70.59181,5.41336,9.40744,0.000772,0.545455,FORWARD
222,7.104,64.438148,68.610916,0.3,0.299356,0.3,0.274226,0.299356,0.3,0.3,64.880595,63.252472,5.45104,9.44512,0.000772,0.427083,FORWARD
223,7.136,67.443652,74.035039,0.068145,0.068145,0.3,0.212402,0.068145,0.3,0.3,66.555749,65.72478,5.48872,9.4828,0.000772,0.385403,FORWARD
224,7.168,63.236302,67.885521,0.3,0.3,0.3,0.238681,0.3,0.3,0.3,65.691635,60.830436,5.5264,9.52048,0.000772,0.545455,FORWARD
225,7.2,69.702023,68.045861,0.3,0.29962,0.3,0.257077,0.29962,0.3,0.3,64.104739,70.279805,5.56408,9.56444,0.000837,0.545455,FORWARD
226,7.232,62.14592,64.624737,0.3,0.29934,0.3,0.269954,0.29934,0.3,0.3,63.887511,67.816871,5.60176,9.60212,0.000772,0.427083,FORWARD
227,7.264,66.776532,67.192071,0.3,0.299119,0.3,0.278968,0.299119,0.3,0.3,66.782241,65.644732,5.63944,9.6398,0.000772,0.385403,FORWARD
228,7.296,66.523644,73.461128,0.068301,0.068301,0.3,0.215767,0.068301,0.3,0.3,61.761471,65.201556,5.67712,9.67748,0.000772,0.369246,FORWARD
229,7.328,66.916465,68.304176,0.3,0.3,0.3,0.241037,0.3,0.3,0.3,67.241513,68.668657,5.72108,9.71516,0.000837,0.545455,FORWARD
230,7.36,64.780148,69.201484,0.3,0.299649,0.3,0.258726,0.299649,0.3,0.3,64.262475,66.259502,5.75876,9.75284,0.000772,0.545455,FORWARD
231,7.392,67.900383,63.338577,0.3,0.299356,0.3,0.271108,0.299356,0.3,0.3,68.755568,64.778314,5.79644,9.79052,0.000772,0.427083,FORWARD
232,7.424,65.17985,65.949463,0.3,0.29913,0.3,0.279776,0.29913,0.3,0.3,65.014306,70.854388,5.83412,9.8282,0.000772,0.385403,FORWARD
233,7.456,69.037769,67.060909,0.3,0.298923,0.3,0.285843,0.298923,0.3,0.3,68.527886,66.25618,5.8718,9.87216,0.000837,0.369246,FORWARD
234,7.488,72.900838,60.969544,0.068452,0.068452,0.3,0.220626,0.068452,0.3,0.3,70.618217,65.106765,5.90948,9.90984,0.000772,0.362751,FORWARD
235,7.52,66.870262,66.956613,0.3,0.3,0.068388,0.244438,0.3,0.3,0.068388,65.217185,73.137646,5.94716,9.94752,0.000772,0.545455,FORWARD
236,7.552,65.870624,69.270876,0.3,0.299649,0.3,0.261107,0.299649,0.3,0.3,64.764648,64.087549,5.94716,10.02288,0.000772,0.545455,FORWARD
237,7.584,65.048066,68.891523,0.3,0.299319,0.3,0.272775,0.299319,0.3,0.3,69.366248,69.035725,5.99112,10.06056,0.000837,0.427083,FORWARD
238,7.616,70.615813,64.652372,0.3,0.299107,0.068407,0.280942,0.299107,0.068407,0.3,73.069613,64.832783,6.0288,10.09824,0.000772,0.385403,FORWARD
239,7.648,67.943715,70.017137,0.3,0.29895,0.3,0.28666,0.29895,0.3,0.3,67.196597,71.706014,6.10416,10.09824,0.000772,0.369246,FORWARD
240,7.68,68.024059,62.455885,0.3,0.298838,0.06848,0.290662,0.298838,0.06848,0.3,72.79971,69.832082,6.14184,10.13592,0.000772,0.362751,FORWARD
241,7.712,70.39318,65.12775,0.3,0.298721,0.3,0.293463,0.298721,0.3,0.3,64.951721,68.7351,6.2172,10.1422,0.000837,0.360103,FORWARD
242,7.744,67.113985,72.13133,0.3,0.298685,0.3,0.295424,0.298685,0.3,0.3,64.275857,63.090231,6.25488,10.17988,0.000772,0.359017,FORWARD
243,7.776,70.003913,62.22117,0.3,0.298661,0.3,0.296797,0.298661,0.3,0.3,67.191044,67.918836,6.29256,10.21756,0.000772,0.35857,FORWARD
244,7.808,67.793698,66.337505,0.3,0.298645,0.3,0.297758,0.298645,0.3,0.3,70.04325,67.482688,6.33024,10.25524,0.000772,0.358386,FORWARD
245,7.84,57.3482,68.571986,0.3,0.298635,0.3,0.298431,0.298635,0.3,0.3,69.723259,65.305614,6.36792,10.29292,0.000772,0.358311,FORWARD
246,7.872,66.518346,61.810545,0.3,0.298628,0.3,0.298901,0.298628,0.3,0.3,67.666497,68.791721,6.4056,10.3306,0.000772,0.358279,FORWARD
247,7.904,64.423263,62.741357,0.3,0.298624,0.3,0.299231,0.298624,0.3,0.3,66.293842,67.95655,6.44328,10.36828,0.000772,0.358267,FORWARD
248,7.936,62.78878,64.397391,0.3,0.29858,0.3,0.299462,0.29858,0.3,0.3,69.236914,66.855051,6.48724,10.40596,0.000837,0.358261,FORWARD
249,7.968,63.783677,68.654107,0.3,0.298593,0.3,0.299623,0.298593,0.3,0.3,69.812788,65.646503,6.52492,10.44364,0.000772,0.358259,FORWARD
250,8.0,70.401648,74.859728,0.067921,0.067921,0.068555,0.230113,0.067921,0.068555,0.3,72.521222,68.146138,6.5626,10.4876,0.000837,0.358258,FORWARD
251,8.032,66.006314,63.612733,0.3,0.3,0.06819,0.251079,0.3,0.3,0.06819,61.4395,73.870646,6.63796,10.4876,0.000772,0.545455,FORWARD
252,8.064,60.416262,67.454849,0.3,0.299649,0.3,0.265755,0.299649,0.3,0.3,58.378764,62.068769,6.63796,10.56296,0.000772,0.545455,FORWARD
253,8.096,62.429547,67.294294,0.3,0.299356,0.3,0.276029,0.299356,0.3,0.3,66.080639,61.847878,6.67564,10.60064,0.000772,0.427083,FORWARD
254,8.128,70.217988,69.613278,0.3,0.29913,0.3,0.28322,0.29913,0.3,0.3,65.136313,68.754195,6.71332,10.63832,0.000772,0.385403,FORWARD
255,8.16,66.105324,69.154571,0.3,0.298964,0.068489,0.288254,0.298964,0.068489,0.3,72.764661,69.408813,6.751,10.676,0.000772,0.369246,FORWARD
256,8.192,63.506689,62.508777,0.3,0.298847,0.3,0.291778,0.298847,0.3,0.3,67.831495,70.155738,6.82636,10.676,0.000772,0.362751,FORWARD
257,8.224,67.813114,70.160922,0.3,0.298727,0.3,0.294244,0.298727,0.3,0.3,67.791331,67.713358,6.87032,10.71368,0.000837,0.360103,FORWARD
258,8.256,63.142943,63.364411,0.3,0.298648,0.3,0.295971,0.298648,0.3,0.3,63.857773,67.784465,6.908,10.75764,0.000837,0.359017,FORWARD
259,8.288,68.455164,64.338535,0.3,0.298637,0.06797,0.29718,0.298637,0.3,0.06797,69.185725,74.678927,6.94568,10.79532,0.000772,0.35857,FORWARD
260,8.32,67.242525,64.296707,0.3,0.29863,0.3,0.298026,0.29863,0.3,0.3,67.426216,64.932384,6.94568,10.87068,0.000772,0.358386,FORWARD
261,8.352,65.8631,69.941501,0.3,0.298625,0.3,0.298618,0.298625,0.3,0.3,64.14638,71.052534,6.98336,10.90836,0.000772,0.358311,FORWARD
262,8.384,64.645455,66.650594,0.3,0.298622,0.068503,0.299033,0.298622,0.3,0.068503,66.161659,72.712235,7.02104,10.94604,0.000772,0.358279,FORWARD
263,8.416,68.047206,64.350462,0.3,0.29862,0.3,0.299323,0.29862,0.3,0.3,66.816068,68.849909,7.02104,11.0214,0.000772,0.358267,FORWARD
264,8.448,67.383668,72.396374,0.068589,0.068589,0.3,0.230103,0.068589,0.3,0.3,71.641954,69.029057,7.05872,11.05908,0.000772,0.358261,FORWARD
265,8.48,66.581342,68.557675,0.3,0.3,0.3,0.251072,0.3,0.3,0.3,69.749334,67.485074,7.10268,11.09676,0.000837,0.545455,FORWARD
266,8.512,65.290823,69.073905,0.3,0.299649,0.3,0.26575,0.299649,0.3,0.3,68.879596,67.737271,7.14036,11.13444,0.000772,0.545455,FORWARD
267,8.544,66.5618,60.984494,0.3,0.299356,0.068472,0.276025,0.299356,0.068472,0.3,72.829434,67.395268,7.17804,11.17212,0.000772,0.427083,FORWARD
268,8.576,63.827126,64.165686,0.3,0.29909,0.3,0.283218,0.29909,0.3,0.3,70.722386,56.238074,7.2534,11.1784,0.000837,0.385403,FORWARD
269,8.608,61.330039,67.238512,0.3,0.298939,0.3,0.288252,0.298939,0.3,0.3,63.762749,68.13823,7.29108,11.21608,0.000772,0.369246,FORWARD
270,8.64,69.657246,65.262951,0.3,0.298832,0.3,0.291777,0.298832,0.3,0.3,60.38503,62.341481,7.32876,11.25376,0.000772,0.362751,FORWARD
271,8.672,71.10945,71.487105,0.3,0.298758,0.3,0.294244,0.298758,0.3,0.3,66.116195,71.20361,7.36644,11.29144,0.000772,0.360103,FORWARD
272,8.704,65.511919,64.069712,0.3,0.298709,0.3,0.295971,0.298709,0.3,0.3,63.757247,62.178899,7.40412,11.32912,0.000772,0.359017,FORWARD
273,8.736,64.032841,66.845065,0.3,0.298676,0.3,0.297179,0.298676,0.3,0.3,69.073439,67.245584,7.4418,11.3668,0.000772,0.35857,FORWARD
274,8.768,64.386719,70.258883,0.3,0.298614,0.3,0.298026,0.298614,0.3,0.3,67.181629,70.906074,7.48576,11.40448,0.000837,0.358386,FORWARD
275,8.8,63.289962,67.856574,0.3,0.298615,0.3,0.298618,0.298615,0.3,0.3,63.284593,66.323256,7.52344,11.44216,0.000772,0.358311,FORWARD
276,8.832,59.245852,63.719767,0.3,0.298574,0.3,0.299033,0.298574,0.3,0.3,66.329927,61.906742,7.56112,11.48612,0.000837,0.358279,FORWARD
277,8.864,66.057975,65.253376,0.3,0.298589,0.3,0.299323,0.298589,0.3,0.3,64.77284,64.692692,7.5988,11.5238,0.000772,0.358267,FORWARD
278,8.896,74.647332,65.382274,0.067979,0.067979,0.3,0.22992,0.067979,0.3,0.3,65.827504,71.986401,7.63648,11.56148,0.000772,0.358261,FORWARD
279,8.928,68.761214,68.588885,0.3,0.3,0.3,0.250944,0.3,0.3,0.3,69.145606,63.190995,7.67416,11.59916,0.000772,0.545455,FORWARD
280,8.96,68.626404,69.643446,0.3,0.299649,0.3,0.265661,0.299649,0.3,0.3,62.65396,66.248694,7.71184,11.63684,0.000772,0.545455,FORWARD
281,8.992,68.363943,69.45825,0.3,0.299356,0.3,0.275962,0.299356,0.3,0.3,65.385092,72.350402,7.74952,11.67452,0.000772,0.427083,FORWARD
282,9.024,69.063262,69.381732,0.3,0.29913,0.3,0.283174,0.29913,0.3,0.3,68.34204,68.170177,7.7872,11.7122,0.000772,0.385403,FORWARD
283,9.056,65.990423,72.871974,0.06846,0.06846,0.3,0.21876,0.06846,0.3,0.3,60.986626,67.582601,7.83116,11.74988,0.000837,0.369246,FORWARD
284,9.088,67.732854,66.820574,0.3,0.3,0.3,0.243132,0.3,0.3,0.3,69.964309,65.466203,7.86884,11.78756,0.000772,0.545455,FORWARD
285,9.12,66.913122,74.484295,0.068023,0.068023,0.3,0.190599,0.068023,0.3,0.3,69.48125,64.105042,7.90652,11.83152,0.000837,0.545455,FORWARD
286,9.152,65.407347,67.404615,0.3,0.3,0.3,0.223419,0.3,0.3,0.3,67.78843,61.329143,7.9442,11.8692,0.000772,0.545455,FORWARD
287,9.184,72.747291,61.998611,0.068494,0.068494,0.3,0.176942,0.068494,0.3,0.3,65.601164,66.044103,7.98188,11.90688,0.000772,0.545455,FORWARD
288,9.216,64.14172,69.510911,0.3,0.3,0.3,0.213859,0.3,0.3,0.3,69.936915,65.948035,8.01956,11.94456,0.000772,0.545455,FORWARD
289,9.248,64.894051,66.524796,0.3,0.299649,0.3,0.239701,0.299649,0.3,0.3,66.799119,67.342764,8.05724,11.98224,0.000772,0.545455,FORWARD
290,9.28,69.656078,64.075375,0.3,0.299356,0.3,0.257791,0.299356,0.3,0.3,68.101889,70.987109,8.09492,12.01992,0.000772,0.427083,FORWARD
291,9.312,66.354297,65.908123,0.3,0.29913,0.3,0.270454,0.29913,0.3,0.3,68.869932,67.339654,8.1326,12.0576,0.000772,0.385403,FORWARD
292,9.344,65.703511,68.48079,0.3,0.298923,0.3,0.279318,0.298923,0.3,0.3,65.06926,70.248115,8.17656,12.09528,0.000837,0.369246,FORWARD
293,9.376,68.886641,70.648269,0.3,0.298822,0.3,0.285522,0.298822,0.3,0.3,68.862475,63.590858,8.21424,12.13296,0.000772,0.362751,FORWARD
294,9.408,64.476389,72.007198,0.3,0.29871,0.067518,0.289866,0.29871,0.067518,0.3,76.346947,68.330663,8.25192,12.17692,0.000837,0.360103,FORWARD
295,9.44,62.162571,72.82419,0.068473,0.068473,0.3,0.223448,0.068473,0.3,0.3,70.6509,72.268592,8.32728,12.17692,0.000772,0.359017,FORWARD
296,9.472,64.794841,73.2272,0.068364,0.068062,0.068267,0.176923,0.068062,0.068267,0.3,73.586584,66.369883,8.36496,12.2146,0.000772,0.545455,FORWARD
297,9.504,68.371093,63.249611,0.3,0.3,0.068204,0.213846,0.3,0.068204,0.3,73.816483,61.110244,8.44032,12.2146,0.000772,0.427083,FORWARD
298,9.536,70.344144,67.138636,0.3,0.299649,0.3,0.239692,0.299649,0.3,0.3,66.904779,64.871311,8.51568,12.2146,0.000772,0.545455,FORWARD
299,9.568,67.085543,65.861016,0.3,0.299356,0.3,0.257784,0.299356,0.3,0.3,71.068488,70.588221,8.55336,12.25228,0.000772,0.427083,FORWARD
300,9.6,66.894835,63.739875,0.3,0.29909,0.3,0.270449,0.29909,0.3,0.3,60.599115,68.326356,8.59104,12.29624,0.000837,0.385403,FORWARD
301,9.632,64.692118,65.99565,0.3,0.298939,0.3,0.279314,0.298939,0.3,0.3,70.681211,65.754701,8.62872,12.33392,0.000772,0.369246,FORWARD
302,9.664,67.38135,60.499504,0.3,0.298832,0.3,0.28552,0.298832,0.3,0.3,66.080386,67.471685,8.6664,12.3716,0.000772,0.362751,FORWARD
303,9.696,62.214246,73.903474,0.068181,0.068181,0.3,0.220318,0.068181,0.3,0.3,63.741344,69.894585,8.71036,12.40928,0.000837,0.360103,FORWARD
304,9.728,63.974668,65.656457,0.3,0.3,0.3,0.244223,0.3,0.3,0.3,65.444918,65.588163,8.74804,12.44696,0.000772,0.545455,FORWARD
305,9.76,64.813032,68.994573,0.3,0.299649,0.068373,0.260956,0.299649,0.3,0.068373,67.089618,73.195159,8.78572,12.48464,0.000772,0.545455,FORWARD
306,9.792,61.820149,71.173725,0.3,0.299356,0.3,0.272669,0.299356,0.3,0.3,69.981648,66.110842,8.78572,12.56,0.000772,0.427083,FORWARD
307,9.824,68.989881,70.000343,0.3,0.29913,0.3,0.280868,0.29913,0.3,0.3,60.987529,62.059614,8.8234,12.59768,0.000772,0.385403,FORWARD
308,9.856,63.885732,69.576018,0.3,0.298964,0.3,0.286608,0.298964,0.3,0.3,63.120547,66.422696,8.86108,12.63536,0.000772,0.369246,FORWARD
309,9.888,60.235603,60.677329,0.3,0.298847,0.3,0.290626,0.298847,0.3,0.3,68.455494,68.099697,8.89876,12.67304,0.000772,0.362751,FORWARD
310,9.92,72.584731,69.697101,0.068538,0.068538,0.3,0.223999,0.068538,0.3,0.3,68.846922,67.189024,8.93644,12.717,0.000837,0.360103,FORWARD
311,9.952,64.544312,66.804242,0.3,0.3,0.3,0.246799,0.3,0.3,0.3,64.827636,68.808152,8.9804,12.75468,0.000837,0.545455,FORWARD
312,9.984,61.424656,65.695941,0.3,0.299649,0.3,0.26276,0.299649,0.3,0.3,68.101264,61.162034,9.01808,12.79236,0.000772,0.545455,FORWARD
313,10.016,67.519473,66.276019,0.3,0.299356,0.3,0.273932,0.299356,0.3,0.3,62.271632,69.733306,9.05576,12.83004,0.000772,0.427083,FORWARD
314,10.048,66.069052,67.52723,0.3,0.29913,0.3,0.281752,0.29913,0.3,0.3,70.145096,66.782122,9.09344,12.86772,0.000772,0.385403,FORWARD
315,10.08,72.520472,74.290857,0.068076,0.068076,0.3,0.217649,0.068076,0.3,0.3,67.503689,71.766355,9.13112,12.9054,0.000772,0.369246,FORWARD
316,10.112,64.138965,69.37963,0.3,0.3,0.3,0.242354,0.3,0.3,0.3,66.284305,68.264634,9.1688,12.94308,0.000772,0.545455,FORWARD
317,10.144,59.749023,66.060173,0.3,0.299649,0.3,0.259648,0.299649,0.3,0.3,67.192173,65.688364,9.20648,12.98076,0.000772,0.545455,FORWARD
318,10.176,61.955907,66.518269,0.3,0.299356,0.3,0.271754,0.299356,0.3,0.3,64.122026,68.780438,9.24416,13.01844,0.000772,0.427083,FORWARD
319,10.208,64.835937,67.147571,0.3,0.29909,0.3,0.280228,0.29909,0.3,0.3,66.325678,66.941255,9.28184,13.0624,0.000837,0.385403,FORWARD
320,10.24,68.417211,74.909594,0.067908,0.067908,0.3,0.216532,0.067908,0.3,0.3,63.460195,58.660729,9.3258,13.10008,0.000837,0.369246,FORWARD
321,10.272,71.494042,65.028908,0.3,0.3,0.3,0.241572,0.3,0.3,0.3,69.293522,71.969454,9.36348,13.13776,0.000772,0.545455,FORWARD
322,10.304,63.47948,64.98319,0.3,0.299649,0.068075,0.259101,0.299649,0.068075,0.3,74.294063,61.726978,9.40116,13.17544,0.000772,0.545455,FORWARD
323,10.336,60.046272,72.950824,0.068439,0.068439,0.3,0.201902,0.068439,0.3,0.3,65.849885,71.261815,9.47652,13.17544,0.000772,0.427083,FORWARD
324,10.368,71.230243,67.515525,0.3,0.3,0.3,0.231331,0.3,0.3,0.3,66.833104,69.805481,9.5142,13.21312,0.000772,0.545455,FORWARD
325,10.4,72.081516,59.606768,0.3,0.299649,0.068395,0.251932,0.299649,0.068395,0.3,73.111706,67.825149,9.55188,13.2508,0.000772,0.545455,FORWARD
326,10.432,76.480172,69.510774,0.067482,0.067482,0.3,0.196597,0.067482,0.3,0.3,68.008848,67.903351,9.62724,13.25708,0.000837,0.427083,FORWARD
