step,time,sensor_raw_FL,sensor_raw_FR,raw_frontal,front_dist,side_danger,filtered_frontal,kalman_estimate,raw_left,raw_right,sensor_raw_L,sensor_raw_R,encoder_L,encoder_R,delta_s,kalman_gain,action
1775,56.8,67.363252,65.77725,0.3,0.299323,0.3,0.270408,0.299323,0.3,0.3,69.738841,64.415658,51.23852,75.46676,0.000772,0.427083,FORWARD
1776,56.832,63.431785,66.619941,0.3,0.299109,0.3,0.279286,0.299109,0.3,0.3,66.69003,67.150577,51.2762,75.50444,0.000772,0.385403,FORWARD
1777,56.864,61.663312,63.896036,0.3,0.298951,0.3,0.2855,0.298951,0.3,0.3,67.174587,71.155602,51.31388,75.54212,0.000772,0.369246,FORWARD
1778,56.896,64.945397,71.474222,0.3,0.298839,0.068497,0.28985,0.298839,0.3,0.068497,67.54176,72.736847,51.35156,75.5798,0.000772,0.362751,FORWARD
1779,56.928,66.556014,72.749832,0.068493,0.068493,0.3,0.223443,0.068493,0.3,0.3,63.359986,69.123927,51.35156,75.65516,0.000772,0.360103,FORWARD
1780,56.96,67.06293,73.162464,0.068381,0.068081,0.3,0.176925,0.068081,0.3,0.3,70.942182,69.740293,51.38924,75.69284,0.000772,0.545455,FORWARD
1781,56.992,72.121088,67.474446,0.3,0.3,0.3,0.213847,0.3,0.3,0.3,65.363647,58.845063,51.4332,75.73052,0.000837,0.427083,FORWARD
1782,57.024,66.848669,68.194307,0.3,0.299649,0.3,0.239693,0.299649,0.3,0.3,65.762173,68.488688,51.47088,75.7682,0.000772,0.545455,FORWARD
1783,57.056,66.742458,71.015177,0.3,0.299356,0.3,0.257785,0.299356,0.3,0.3,66.624014,69.169167,51.50856,75.80588,0.000772,0.427083,FORWARD
1784,57.088,64.745273,64.001411,0.3,0.29909,0.3,0.27045,0.29909,0.3,0.3,66.847509,67.01636,51.54624,75.84984,0.000837,0.385403,FORWARD
1785,57.12,68.04782,68.574889,0.3,0.298939,0.3,0.279315,0.298939,0.3,0.3,68.239056,67.103394,51.58392,75.88752,0.000772,0.369246,FORWARD
1786,57.152,76.239316,69.090325,0.067548,0.067548,0.3,0.215785,0.067548,0.3,0.3,68.702032,67.879228,51.6216,75.9252,0.000772,0.362751,FORWARD
1787,57.184,73.8054,71.158692,0.068207,0.067556,0.3,0.171511,0.067556,0.3,0.3,70.820263,64.63633,51.65928,75.96288,0.000772,0.545455,FORWARD
1788,57.216,68.328468,59.522745,0.3,0.3,0.3,0.210058,0.3,0.3,0.3,64.598942,65.563356,51.69696,76.00056,0.000772,0.427083,FORWARD
1789,57.248,67.253887,68.144043,0.3,0.299649,0.3,0.237041,0.299649,0.3,0.3,66.181901,64.738728,51.73464,76.03824,0.000772,0.545455,FORWARD
1790,57.28,68.945558,68.006345,0.3,0.299319,0.3,0.255928,0.299319,0.3,0.3,65.432796,71.037958,51.7786,76.07592,0.000837,0.427083,FORWARD
1791,57.312,68.721273,65.679258,0.3,0.299107,0.3,0.26915,0.299107,0.3,0.3,67.034055,70.905694,51.81628,76.1136,0.000772,0.385403,FORWARD
1792,57.344,68.098434,65.867905,0.3,0.298909,0.3,0.278405,0.298909,0.3,0.3,66.349971,67.637125,51.85396,76.15756,0.000837,0.369246,FORWARD
1793,57.376,69.087023,69.899689,0.3,0.298812,0.067601,0.284883,0.298812,0.3,0.067601,70.42899,76.040854,51.89164,76.19524,0.000772,0.362751,FORWARD
1794,57.408,64.245491,68.980824,0.3,0.298746,0.3,0.289418,0.298746,0.3,0.3,69.672334,62.591328,51.89164,76.2706,0.000772,0.360103,FORWARD
1795,57.44,68.15398,65.134759,0.3,0.298701,0.3,0.292593,0.298701,0.3,0.3,72.082835,61.999819,51.92932,76.30828,0.000772,0.359017,FORWARD
1796,57.472,63.221022,66.215928,0.3,0.298671,0.3,0.294815,0.298671,0.3,0.3,66.804967,63.391329,51.967,76.34596,0.000772,0.35857,FORWARD
1797,57.504,72.890289,66.386861,0.068455,0.068455,0.3,0.226907,0.068455,0.3,0.3,61.301908,69.257101,52.00468,76.38364,0.000772,0.358386,FORWARD
1798,57.536,60.788482,72.249121,0.3,0.3,0.3,0.248835,0.3,0.3,0.3,65.112634,68.443493,52.04864,76.42132,0.000837,0.545455,FORWARD
1799,57.568,68.802949,64.544088,0.3,0.299649,0.3,0.264184,0.299649,0.3,0.3,70.76987,70.224937,52.08632,76.459,0.000772,0.545455,FORWARD
1800,57.6,64.27948,65.941512,0.3,0.299356,0.3,0.274929,0.299356,0.3,0.3,64.369151,67.6208,52.124,76.49668,0.000772,0.427083,FORWARD
1801,57.632,69.588649,63.266549,0.3,0.29913,0.3,0.28245,0.29913,0.3,0.3,67.746897,65.183295,52.16168,76.53436,0.000772,0.385403,FORWARD
1802,57.664,64.576275,68.616685,0.3,0.298923,0.3,0.287715,0.298923,0.3,0.3,65.978211,70.96998,52.19936,76.57832,0.000837,0.369246,FORWARD
1803,57.696,69.131734,64.771684,0.3,0.298822,0.068119,0.291401,0.298822,0.068119,0.3,74.132518,68.584361,52.23704,76.616,0.000772,0.362751,FORWARD
1804,57.728,61.700963,61.949035,0.3,0.298752,0.3,0.29398,0.298752,0.3,0.3,71.187922,67.092858,52.3124,76.616,0.000772,0.360103,FORWARD
1805,57.76,71.555282,65.509335,0.3,0.298705,0.3,0.295786,0.298705,0.3,0.3,66.914227,63.775997,52.35008,76.65368,0.000772,0.359017,FORWARD
1806,57.792,72.087945,62.573174,0.3,0.298674,0.3,0.29705,0.298674,0.3,0.3,59.185378,68.613775,52.38776,76.69136,0.000772,0.35857,FORWARD
1807,57.824,63.898195,71.352983,0.3,0.298653,0.3,0.297935,0.298653,0.3,0.3,66.82651,65.5769,52.42544,76.72904,0.000772,0.358386,FORWARD
1808,57.856,64.29633,69.685638,0.3,0.298599,0.3,0.298555,0.298599,0.3,0.3,70.510889,67.529332,52.4694,76.76672,0.000837,0.358311,FORWARD
1809,57.888,64.046913,69.020914,0.3,0.298605,0.3,0.298988,0.298605,0.3,0.3,68.621606,67.256192,52.50708,76.8044,0.000772,0.358279,FORWARD
1810,57.92,69.218921,67.926433,0.3,0.298568,0.3,0.299292,0.298568,0.3,0.3,66.122181,60.430633,52.54476,76.84836,0.000837,0.358267,FORWARD
1811,57.952,68.442464,61.635949,0.3,0.298585,0.3,0.299504,0.298585,0.3,0.3,67.647747,66.964251,52.58244,76.88604,0.000772,0.358261,FORWARD
1812,57.984,61.861108,69.771562,0.3,0.298596,0.3,0.299653,0.298596,0.3,0.3,71.02937,66.473832,52.62012,76.92372,0.000772,0.358259,FORWARD
1813,58.016,71.193715,70.088694,0.3,0.298604,0.3,0.299757,0.298604,0.3,0.3,69.490004,67.000025,52.6578,76.9614,0.000772,0.358258,FORWARD
1814,58.048,67.56935,63.72659,0.3,0.298608,0.3,0.29983,0.298608,0.3,0.3,68.673972,67.742904,52.69548,76.99908,0.000772,0.358258,FORWARD
1815,58.08,71.980622,65.266755,0.3,0.298611,0.3,0.299881,0.298611,0.3,0.3,66.781482,67.779029,52.73316,77.03676,0.000772,0.358258,FORWARD
1816,58.112,66.161425,67.117736,0.3,0.298572,0.3,0.299917,0.298572,0.3,0.3,70.085796,64.686227,52.77712,77.07444,0.000837,0.358258,FORWARD
1817,58.144,63.639748,64.466983,0.3,0.298588,0.3,0.299942,0.298588,0.3,0.3,66.099938,67.915474,52.8148,77.11212,0.000772,0.358258,FORWARD
1818,58.176,66.675927,61.678501,0.3,0.298598,0.3,0.299959,0.298598,0.3,0.3,71.550507,65.209356,52.85248,77.1498,0.000772,0.358258,FORWARD
1819,58.208,68.683786,66.544947,0.3,0.298563,0.3,0.299971,0.298563,0.3,0.3,66.226611,64.803747,52.89016,77.19376,0.000837,0.358258,FORWARD
1820,58.24,64.096367,68.594964,0.3,0.298582,0.3,0.29998,0.298582,0.3,0.3,66.717952,64.353552,52.92784,77.23144,0.000772,0.358258,FORWARD
1821,58.272,60.249455,67.572042,0.3,0.298594,0.068153,0.299986,0.298594,0.3,0.068153,66.848018,74.006102,52.96552,77.26912,0.000772,0.358258,FORWARD
1822,58.304,67.062464,69.295252,0.3,0.298602,0.3,0.29999,0.298602,0.3,0.3,66.029914,57.583013,52.96552,77.34448,0.000772,0.358258,FORWARD
1823,58.336,68.502617,67.352189,0.3,0.298607,0.3,0.299993,0.298607,0.3,0.3,62.407794,65.220413,53.0032,77.38216,0.000772,0.358258,FORWARD
1824,58.368,66.311957,67.384228,0.3,0.298569,0.3,0.299995,0.298569,0.3,0.3,66.421468,64.927614,53.04716,77.41984,0.000837,0.358258,FORWARD
1825,58.4,69.578354,64.614206,0.3,0.298586,0.3,0.299997,0.298586,0.3,0.3,68.406375,63.348206,53.08484,77.45752,0.000772,0.358258,FORWARD
1826,58.432,70.4026,67.398229,0.3,0.298597,0.3,0.299998,0.298597,0.3,0.3,66.70316,69.727371,53.12252,77.4952,0.000772,0.358258,FORWARD
1827,58.464,65.241288,70.501278,0.3,0.298604,0.3,0.299998,0.298604,0.3,0.3,64.267061,65.483843,53.1602,77.53288,0.000772,0.358258,FORWARD
1828,58.496,67.179864,64.334626,0.3,0.298567,0.3,0.299999,0.298567,0.3,0.3,70.593314,68.159875,53.19788,77.57684,0.000837,0.358258,FORWARD
1829,58.528,69.727075,65.706844,0.3,0.298585,0.3,0.299999,0.298585,0.3,0.3,66.134663,65.501387,53.23556,77.61452,0.000772,0.358258,FORWARD
1830,58.56,69.536203,67.064256,0.3,0.298596,0.3,0.299999,0.298596,0.3,0.3,62.682077,71.787297,53.27324,77.6522,0.000772,0.358258,FORWARD
1831,58.592,71.048642,62.141361,0.3,0.298603,0.3,0.3,0.298603,0.3,0.3,67.676157,62.546811,53.31092,77.68988,0.000772,0.358258,FORWARD
1832,58.624,69.229946,65.508216,0.3,0.298608,0.3,0.3,0.298608,0.3,0.3,65.326428,69.340359,53.3486,77.72756,0.000772,0.358258,FORWARD
1833,58.656,63.30973,62.604491,0.3,0.29857,0.3,0.3,0.29857,0.3,0.3,64.94814,72.202792,53.39256,77.76524,0.000837,0.358258,FORWARD
1834,58.688,63.55615,65.433654,0.3,0.298586,0.3,0.3,0.298586,0.3,0.3,69.078661,62.662453,53.43024,77.80292,0.000772,0.358258,FORWARD
1835,58.72,66.93698,64.114436,0.3,0.298597,0.3,0.3,0.298597,0.3,0.3,58.904615,64.275377,53.46792,77.8406,0.000772,0.358258,FORWARD
1836,58.752,67.480082,70.12778,0.3,0.298604,0.3,0.3,0.298604,0.3,0.3,66.890057,69.585138,53.5056,77.87828,0.000772,0.358258,FORWARD
1837,58.784,61.902852,67.112157,0.3,0.298567,0.068277,0.3,0.298567,0.068596,0.068277,72.370942,73.546304,53.54328,77.92224,0.000837,0.358258,FORWARD
1838,58.816,65.587883,66.626492,0.3,0.298585,0.3,0.3,0.298585,0.3,0.3,66.611841,60.613377,53.58096,77.95992,0.000772,0.358258,FORWARD
1839,58.848,72.012598,67.539311,0.3,0.298596,0.3,0.3,0.298596,0.3,0.3,65.086775,65.789156,53.61864,77.9976,0.000772,0.358258,FORWARD
1840,58.88,72.948933,65.980568,0.068439,0.068439,0.3,0.230532,0.068439,0.3,0.3,68.305207,65.919215,53.65632,78.03528,0.000772,0.358258,FORWARD
1841,58.912,73.458717,64.606221,0.068301,0.068013,0.3,0.181863,0.068013,0.3,0.3,61.763417,70.296086,53.694,78.07296,0.000772,0.545455,FORWARD
1842,58.944,65.327062,68.740181,0.3,0.3,0.3,0.217304,0.3,0.3,0.3,62.214203,71.719846,53.73796,78.11064,0.000837,0.427083,FORWARD
1843,58.976,68.598436,74.253876,0.068086,0.068086,0.3,0.172538,0.068086,0.3,0.3,70.791004,61.867957,53.77564,78.14832,0.000772,0.545455,FORWARD
1844,59.008,70.805188,66.088518,0.3,0.3,0.3,0.210777,0.3,0.3,0.3,72.123886,70.138923,53.81332,78.186,0.000772,0.545455,FORWARD
1845,59.04,70.253292,69.894279,0.3,0.299649,0.3,0.237544,0.299649,0.3,0.3,71.835247,65.002317,53.851,78.22368,0.000772,0.545455,FORWARD
1846,59.072,66.295331,69.238935,0.3,0.299319,0.3,0.256281,0.299319,0.3,0.3,68.289588,66.577107,53.88868,78.26764,0.000837,0.427083,FORWARD
1847,59.104,67.980044,67.57066,0.3,0.299107,0.3,0.269396,0.299107,0.3,0.3,67.191967,62.749141,53.92636,78.30532,0.000772,0.385403,FORWARD
1848,59.136,68.239055,67.309107,0.3,0.29895,0.3,0.278578,0.29895,0.3,0.3,67.262921,62.779397,53.96404,78.343,0.000772,0.369246,FORWARD
1849,59.168,62.814466,64.352697,0.3,0.298838,0.3,0.285004,0.298838,0.3,0.3,67.667777,69.760641,54.00172,78.38068,0.000772,0.362751,FORWARD
1850,59.2,67.560986,69.634651,0.3,0.298762,0.3,0.289503,0.298762,0.3,0.3,69.165993,66.875061,54.0394,78.41836,0.000772,0.360103,FORWARD
1851,59.232,67.076244,68.251725,0.3,0.29867,0.3,0.292652,0.29867,0.3,0.3,61.849261,67.00186,54.08336,78.45604,0.000837,0.359017,FORWARD
1852,59.264,57.558784,62.086451,0.3,0.298652,0.3,0.294856,0.298652,0.3,0.3,67.232183,66.275663,54.12104,78.49372,0.000772,0.35857,FORWARD
1853,59.296,66.147606,61.56135,0.3,0.298639,0.3,0.2964,0.298639,0.3,0.3,68.33439,66.515272,54.15872,78.5314,0.000772,0.358386,FORWARD
1854,59.328,70.338425,66.532893,0.3,0.298631,0.3,0.29748,0.298631,0.3,0.3,60.789399,69.497839,54.1964,78.56908,0.000772,0.358311,FORWARD
1855,59.36,64.041818,65.808501,0.3,0.298585,0.3,0.298236,0.298585,0.3,0.3,65.970655,62.1626,54.23408,78.61304,0.000837,0.358279,FORWARD
1856,59.392,71.16424,61.584468,0.3,0.298596,0.068398,0.298765,0.298596,0.3,0.068398,60.151281,73.103013,54.27176,78.65072,0.000772,0.358267,FORWARD
1857,59.424,70.869977,65.312836,0.3,0.298603,0.3,0.299136,0.298603,0.3,0.3,70.843873,64.598155,54.27176,78.72608,0.000772,0.358261,FORWARD
1858,59.456,69.267221,62.638367,0.3,0.298608,0.3,0.299395,0.298608,0.3,0.3,66.711422,63.489661,54.30944,78.76376,0.000772,0.358259,FORWARD
1859,59.488,65.203952,60.974776,0.3,0.29857,0.3,0.299576,0.29857,0.3,0.3,68.37828,68.340359,54.3534,78.80144,0.000837,0.358258,FORWARD
1860,59.52,66.970045,65.157636,0.3,0.298586,0.3,0.299703,0.298586,0.3,0.3,68.381899,66.260512,54.39108,78.83912,0.000772,0.358258,FORWARD
1861,59.552,69.352826,68.084567,0.3,0.298597,0.3,0.299792,0.298597,0.3,0.3,69.061576,69.619855,54.42876,78.8768,0.000772,0.358258,FORWARD
1862,59.584,65.463508,65.443861,0.3,0.298604,0.068509,0.299855,0.298604,0.3,0.068509,61.242746,72.690397,54.46644,78.91448,0.000772,0.358258,FORWARD
1863,59.616,64.331705,71.48668,0.3,0.298608,0.3,0.299898,0.298608,0.3,0.3,64.588155,67.918553,54.46644,78.98984,0.000772,0.358258,FORWARD
1864,59.648,70.916427,64.272724,0.3,0.298611,0.068575,0.299929,0.298611,0.068575,0.068586,72.447587,72.40924,54.50412,79.02752,0.000772,0.358258,FORWARD
1865,59.68,62.813675,69.414178,0.3,0.298572,0.3,0.29995,0.298572,0.3,0.3,67.846084,64.114886,54.5418,79.07148,0.000837,0.358258,FORWARD
1866,59.712,68.804549,62.945683,0.3,0.298546,0.3,0.299965,0.298546,0.3,0.3,66.310923,63.69928,54.58576,79.10916,0.000837,0.358258,FORWARD
1867,59.744,61.677955,62.833162,0.3,0.298571,0.3,0.299976,0.298571,0.3,0.3,70.92368,68.703365,54.62344,79.14684,0.000772,0.358258,FORWARD
1868,59.776,69.574187,68.348506,0.3,0.298588,0.06829,0.299983,0.298588,0.06829,0.3,73.500237,67.992425,54.66112,79.18452,0.000772,0.358258,FORWARD
1869,59.808,69.40182,66.846389,0.3,0.298598,0.3,0.299988,0.298598,0.3,0.3,64.245741,69.22472,54.73648,79.18452,0.000772,0.358258,FORWARD
1870,59.84,68.748954,65.051824,0.3,0.298604,0.3,0.299992,0.298604,0.3,0.3,64.884561,69.923207,54.77416,79.2222,0.000772,0.358258,FORWARD
1871,59.872,66.550892,62.471177,0.3,0.298609,0.3,0.299994,0.298609,0.3,0.3,70.007263,69.371265,54.81184,79.25988,0.000772,0.358258,FORWARD
1872,59.904,64.335682,63.860316,0.3,0.298611,0.3,0.299996,0.298611,0.3,0.3,65.428278,71.10055,54.84952,79.29756,0.000772,0.358258,FORWARD
1873,59.936,67.735717,64.754727,0.3,0.298572,0.3,0.299997,0.298572,0.3,0.3,66.052806,68.660645,54.8872,79.34152,0.000837,0.358258,FORWARD
1874,59.968,68.954066,65.066562,0.3,0.298588,0.3,0.299998,0.298588,0.3,0.3,66.915748,66.259358,54.92488,79.3792,0.000772,0.358258,FORWARD
1875,60.0,67.980581,67.591233,0.3,0.298598,0.3,0.299999,0.298598,0.3,0.3,64.761477,67.857189,54.96256,79.41688,0.000772,0.358258,FORWARD
1876,60.032,67.880229,66.62169,0.3,0.298563,0.3,0.299999,0.298563,0.3,0.3,64.879678,65.85245,55.00652,79.45456,0.000837,0.358258,FORWARD
1877,60.064,64.346343,67.401362,0.3,0.298582,0.3,0.299999,0.298582,0.3,0.3,65.647142,62.163955,55.0442,79.49224,0.000772,0.358258,FORWARD
1878,60.096,67.919971,70.302334,0.3,0.298594,0.3,0.3,0.298594,0.3,0.3,61.96739,68.31547,55.08188,79.52992,0.000772,0.358258,FORWARD
1879,60.128,62.660536,73.173935,0.068378,0.068378,0.3,0.230513,0.068378,0.3,0.3,66.350386,64.471122,55.11956,79.5676,0.000772,0.358258,FORWARD
1880,60.16,68.89334,74.090791,0.06813,0.067892,0.3,0.181798,0.067892,0.3,0.3,64.341114,71.534238,55.15724,79.60528,0.000772,0.545455,FORWARD
1881,60.192,64.671195,83.4209,0.065601,0.065601,0.3,0.146939,0.066471,0.3,0.3,64.557479,66.611355,55.19492,79.64296,0.000772,0.427083,FORWARD
1882,60.224,66.688878,88.480255,0.06423,0.06423,0.3,0.122126,0.065093,0.3,0.3,69.805573,68.897684,55.2326,79.68692,0.000837,0.385403,FORWARD
1883,60.256,67.893563,94.291148,0.062656,0.062656,0.3,0.104285,0.063706,0.3,0.3,64.113489,68.266487,55.27028,79.7246,0.000772,0.369246,FORWARD
1884,60.288,68.12781,100.506951,0.060971,0.060971,0.3,0.091291,0.062222,0.3,0.3,64.745727,71.631448,55.30796,79.76228,0.000772,0.362751,FORWARD
1885,60.32,60.897897,103.08052,0.060274,0.060274,0.3,0.081986,0.060985,0.3,0.3,68.926761,67.220565,55.35192,79.79996,0.000837,0.360103,FORWARD
1886,60.352,67.709693,110.283478,0.056107,0.056107,0.3,0.074222,0.058738,0.3,0.3,66.600135,67.985198,55.3896,79.83764,0.000772,0.359017,FORWARD
1887,60.384,66.174868,106.539603,0.05846,0.058143,0.3,0.069494,0.058143,0.3,0.3,66.948178,65.917399,55.42728,79.87532,0.000772,0.35857,FORWARD
1888,60.416,69.908852,108.069755,0.057499,0.057417,0.3,0.065895,0.057417,0.3,0.3,70.294512,62.341037,55.46496,79.913,0.000772,0.358386,FORWARD
1889,60.448,70.25905,112.499409,0.054714,0.054714,0.3,0.062541,0.055953,0.3,0.3,68.093216,63.834217,55.50264,79.95068,0.000772,0.358311,FORWARD
1890,60.48,68.988612,124.117863,0.048917,0.048917,0.068034,0.058454,0.052936,0.3,0.068034,70.729561,74.443464,55.54032,79.98836,0.000772,0.358279,FORWARD
1891,60.512,62.774063,140.482406,0.044614,0.044614,0.068585,0.054302,0.049459,0.068585,0.3,72.41196,67.998277,55.54032,80.06372,0.000772,0.358267,FORWARD
1892,60.544,70.668376,127.488174,0.048031,0.048031,0.3,0.052421,0.048452,0.3,0.3,69.301117,71.446948,55.61568,80.06372,0.000772,0.358261,FORWARD
1893,60.576,61.142459,145.544252,0.043283,0.043283,0.3,0.049679,0.046146,0.3,0.3,67.852678,68.741238,55.64708,80.1014,0.000708,0.358259,FORWARD
1894,60.608,67.253429,142.75556,0.044016,0.044016,0.3,0.04798,0.044928,0.3,0.3,69.136643,59.048899,55.68476,80.1328,0.000708,0.358258,FORWARD
1895,60.64,66.84941,143.9103,0.043713,0.043713,0.3,0.0467,0.04408,0.3,0.3,67.957334,72.096779,55.71616,80.1642,0.000644,0.358258,FORWARD
1896,60.672,66.059778,152.139759,0.041549,0.041549,0.3,0.045155,0.042719,0.3,0.3,68.177967,65.025201,55.74756,80.20188,0.000708,0.358258,FORWARD
1897,60.704,64.232686,153.673229,0.041146,0.041146,0.068265,0.043952,0.041701,0.3,0.068265,69.790994,73.590715,55.78524,80.23328,0.000708,0.358258,FORWARD
1898,60.736,72.042802,197.602611,0.034854,0.034854,0.068014,0.041223,0.038835,0.3,0.068014,68.300595,74.519605,55.77896,80.30236,0.000644,0.358258,TURN_LEFT
1899,60.768,66.467178,201.826235,0.034305,0.034305,0.3,0.039147,0.037212,0.3,0.3,70.262973,71.426837,55.69732,80.384,0.0,0.358258,TURN_LEFT
1900,60.8,62.997274,173.334842,0.03801,0.037539,0.3,0.038806,0.037539,0.3,0.3,68.47456,67.952047,55.61568,80.45936,-6.4e-05,0.358258,TURN_LEFT
1901,60.832,73.988714,154.465041,0.040937,0.038757,0.3,0.039445,0.038757,0.3,0.3,61.589692,68.715692,55.53404,80.541,-0.0,0.358258,TURN_LEFT
1902,60.864,64.935543,134.694639,0.046136,0.041359,0.3,0.041453,0.041359,0.3,0.3,63.21435,67.545538,55.45868,80.62264,6.4e-05,0.358258,TURN_LEFT
1903,60.896,67.175848,109.730657,0.056455,0.046808,0.068265,0.045953,0.046808,0.3,0.068265,67.596903,73.592012,55.37704,80.698,-6.4e-05,0.358258,TURN_LEFT
1904,60.928,63.19081,105.40809,0.059172,0.051238,0.3,0.049919,0.051238,0.3,0.3,70.431331,67.511271,55.2954,80.77964,0.0,0.358258,TURN_LEFT
1905,60.96,69.574684,82.520882,0.065845,0.05643,0.3,0.054697,0.05643,0.3,0.3,70.349789,67.743035,55.22004,80.86128,6.4e-05,0.358258,TURN_LEFT
1906,60.992,64.433141,67.719331,0.3,0.3,0.3,0.128288,0.3,0.3,0.3,72.345092,68.95906,55.1384,80.94292,0.0,0.358258,TURN_LEFT
1907,61.024,63.846018,69.051086,0.3,0.3,0.3,0.179801,0.3,0.3,0.3,64.423455,67.131241,55.05676,81.01828,-6.4e-05,0.545455,TURN_LEFT
1908,61.056,76.889584,61.431098,0.067371,0.067371,0.3,0.146072,0.067371,0.3,0.3,64.692152,66.182041,54.97512,81.09992,-0.0,0.427083,TURN_LEFT
1909,61.088,60.356251,71.107212,0.3,0.3,0.3,0.192251,0.3,0.3,0.3,65.405475,66.273779,54.89976,81.18156,6.4e-05,0.545455,TURN_LEFT
1910,61.12,61.592114,63.716174,0.3,0.3,0.3,0.224575,0.3,0.3,0.3,65.361853,61.714635,54.81812,81.2632,-0.0,0.545455,FORWARD
1911,61.152,65.695801,68.406203,0.3,0.299557,0.3,0.247203,0.299557,0.3,0.3,67.412959,68.305904,54.8558,81.30088,0.000772,0.427083,FORWARD
1912,61.184,68.42488,62.898067,0.3,0.299253,0.3,0.263042,0.299253,0.3,0.3,67.526422,66.783312,54.89348,81.33856,0.000772,0.385403,FORWARD
1913,61.216,68.02739,65.207177,0.3,0.299042,0.3,0.274129,0.299042,0.3,0.3,65.224702,61.683881,54.93116,81.37624,0.000772,0.369246,FORWARD
1914,61.248,60.568929,68.385206,0.3,0.298897,0.3,0.281891,0.298897,0.3,0.3,64.52475,66.373826,54.96884,81.41392,0.000772,0.362751,FORWARD
1915,61.28,68.879206,67.657399,0.3,0.2988,0.3,0.287323,0.2988,0.3,0.3,68.641762,68.917409,55.00652,81.4516,0.000772,0.360103,FORWARD
1916,61.312,65.241534,67.121686,0.3,0.298694,0.3,0.291126,0.298694,0.3,0.3,63.539065,63.213418,55.05048,81.48928,0.000837,0.359017,FORWARD
1917,61.344,63.590079,67.50219,0.3,0.298667,0.3,0.293788,0.298667,0.3,0.3,70.55236,65.060415,55.08816,81.52696,0.000772,0.35857,FORWARD
1918,61.376,72.693414,69.681421,0.068509,0.068509,0.3,0.226204,0.068509,0.3,0.3,63.515156,65.695149,55.12584,81.56464,0.000772,0.358386,FORWARD
1919,61.408,67.631475,68.209779,0.3,0.3,0.3,0.248343,0.3,0.3,0.3,62.99919,63.402645,55.16352,81.6086,0.000837,0.545455,FORWARD
1920,61.44,66.559488,66.657865,0.3,0.299649,0.068151,0.26384,0.299649,0.068151,0.3,74.012708,69.755975,55.2012,81.64628,0.000772,0.545455,FORWARD
1921,61.472,69.538125,70.612745,0.3,0.299356,0.3,0.274688,0.299356,0.3,0.3,65.094572,62.182213,55.27656,81.64628,0.000772,0.427083,FORWARD
1922,61.504,65.056755,66.805209,0.3,0.29913,0.3,0.282282,0.29913,0.3,0.3,68.243911,67.525635,55.31424,81.68396,0.000772,0.385403,FORWARD
1923,61.536,68.388885,65.752854,0.3,0.298964,0.3,0.287597,0.298964,0.3,0.3,66.205999,66.980475,55.35192,81.72164,0.000772,0.369246,FORWARD
1924,61.568,62.892275,67.303257,0.3,0.298847,0.3,0.291318,0.298847,0.3,0.3,69.121077,62.60673,55.3896,81.75932,0.000772,0.362751,FORWARD
1925,61.6,63.464943,66.7725,0.3,0.298727,0.3,0.293923,0.298727,0.3,0.3,66.804705,69.279125,55.43356,81.797,0.000837,0.360103,FORWARD
1926,61.632,65.603785,65.45398,0.3,0.298689,0.3,0.295746,0.298689,0.3,0.3,67.433858,70.128196,55.47124,81.83468,0.000772,0.359017,FORWARD
1927,61.664,66.749653,73.023482,0.068419,0.068419,0.3,0.227548,0.068419,0.3,0.3,65.494672,70.114389,55.50892,81.87864,0.000837,0.35857,FORWARD
1928,61.696,60.65033,71.02705,0.3,0.3,0.3,0.249283,0.3,0.3,0.3,62.74754,67.332932,55.5466,81.91632,0.000772,0.545455,FORWARD
1929,61.728,73.462869,70.171316,0.0683,0.0683,0.06785,0.194988,0.0683,0.06785,0.3,75.124006,70.432023,55.58428,81.954,0.000772,0.545455,FORWARD
1930,61.76,66.76927,66.733985,0.3,0.3,0.3,0.226492,0.3,0.3,0.3,66.467618,66.99179,55.65964,81.954,0.000772,0.545455,FORWARD
1931,61.792,71.491068,63.066188,0.3,0.299649,0.3,0.248544,0.299649,0.3,0.3,64.595354,66.922953,55.69732,81.99168,0.000772,0.545455,FORWARD
1932,61.824,69.568795,68.318627,0.3,0.299356,0.3,0.263981,0.299356,0.3,0.3,71.126322,67.768818,55.735,82.02936,0.000772,0.427083,FORWARD
1933,61.856,68.159849,66.181442,0.3,0.29913,0.3,0.274787,0.29913,0.3,0.3,65.631047,67.83549,55.77268,82.06704,0.000772,0.385403,FORWARD
1934,61.888,70.388565,65.347583,0.3,0.298964,0.3,0.282351,0.298964,0.3,0.3,68.005192,63.629729,55.81036,82.10472,0.000772,0.369246,FORWARD
1935,61.92,67.999753,65.295336,0.3,0.298765,0.3,0.287645,0.298765,0.3,0.3,65.850411,66.73273,55.85432,82.14868,0.000901,0.362751,FORWARD
1936,61.952,66.54784,63.494462,0.3,0.298716,0.3,0.291352,0.298716,0.3,0.3,67.873242,72.271762,55.892,82.18636,0.000772,0.360103,FORWARD
1937,61.984,66.159968,74.088788,0.06813,0.06813,0.3,0.224385,0.06813,0.3,0.3,71.456543,60.544181,55.92968,82.22404,0.000772,0.359017,FORWARD
1938,62.016,68.039651,66.819267,0.3,0.3,0.3,0.24707,0.3,0.3,0.3,66.725248,66.573986,55.96736,82.26172,0.000772,0.545455,FORWARD
